fuel,measured,year,data
Neosvinčen motorni bencin 95 (1000 t),Neenergetska raba,2010,
Neosvinčen motorni bencin 95 (1000 t),Oskrba - skupaj,2010,508.000
Neosvinčen motorni bencin 95 (1000 t),Proizvodnja,2010,
Neosvinčen motorni bencin 95 (1000 t),Sprememba zalog,2010,-11.000
Neosvinčen motorni bencin 95 (1000 t),Transformacija,2010,
Neosvinčen motorni bencin 95 (1000 t),Uvoz,2010,660.000
Neosvinčen motorni bencin 98 (1000 t),Izvoz,2010,-5.000
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - drugi porabniki,2010,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - energetski sektor,2010,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - gospodinjstva,2010,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2010,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2010,0.000
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - promet,2010,58.000
Neosvinčen motorni bencin 98 (1000 t),"Končna poraba - promet, od tega železniški",2010,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - skupaj,2010,58.000
Neosvinčen motorni bencin 98 (1000 t),Kurilnost,2010,43850.000
Neosvinčen motorni bencin 98 (1000 t),Medn. pomorska skladišča,2010,
Neosvinčen motorni bencin 98 (1000 t),Neenergetska raba,2010,
Neosvinčen motorni bencin 98 (1000 t),Oskrba - skupaj,2010,58.000
Neosvinčen motorni bencin 98 (1000 t),Proizvodnja,2010,
Neosvinčen motorni bencin 98 (1000 t),Sprememba zalog,2010,0.000
Neosvinčen motorni bencin 98 (1000 t),Transformacija,2010,
Neosvinčen motorni bencin 98 (1000 t),Uvoz,2010,63.000
Petrolejski koks (1000 t),Izvoz,2010,-3.000
Petrolejski koks (1000 t),Končna poraba - drugi porabniki,2010,
Petrolejski koks (1000 t),Končna poraba - energetski sektor,2010,
Petrolejski koks (1000 t),Končna poraba - gospodinjstva,2010,
Petrolejski koks (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2010,
Petrolejski koks (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2010,31.000
Petrolejski koks (1000 t),Končna poraba - promet,2010,
Petrolejski koks (1000 t),"Končna poraba - promet, od tega železniški",2010,
Petrolejski koks (1000 t),Končna poraba - skupaj,2010,49.000
Petrolejski koks (1000 t),Kurilnost,2010,32780.000
Petrolejski koks (1000 t),Medn. pomorska skladišča,2010,
Petrolejski koks (1000 t),Neenergetska raba,2010,18.000
Petrolejski koks (1000 t),Oskrba - skupaj,2010,49.000
Petrolejski koks (1000 t),Proizvodnja,2010,
Petrolejski koks (1000 t),Sprememba zalog,2010,-7.000
Petrolejski koks (1000 t),Transformacija,2010,
Petrolejski koks (1000 t),Uvoz,2010,59.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Izvoz,2010,0.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - drugi porabniki,2010,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - energetski sektor,2010,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - gospodinjstva,2010,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2010,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2010,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - promet,2010,27.000
Petrolejsko gorivo za reaktivne motorje (1000 t),"Končna poraba - promet, od tega železniški",2010,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - skupaj,2010,27.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Kurilnost,2010,43540.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Medn. pomorska skladišča,2010,
Petrolejsko gorivo za reaktivne motorje (1000 t),Neenergetska raba,2010,
Petrolejsko gorivo za reaktivne motorje (1000 t),Oskrba - skupaj,2010,27.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Proizvodnja,2010,
Petrolejsko gorivo za reaktivne motorje (1000 t),Sprememba zalog,2010,2.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Transformacija,2010,
Petrolejsko gorivo za reaktivne motorje (1000 t),Uvoz,2010,25.000
Utekočinjen naftni plin (UNP)  (1000 t),Izvoz,2010,-9.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - drugi porabniki,2010,25.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - energetski sektor,2010,0.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - gospodinjstva,2010,33.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2010,
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2010,20.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - promet,2010,5.000
Utekočinjen naftni plin (UNP)  (1000 t),"Končna poraba - promet, od tega železniški",2010,
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - skupaj,2010,84.000
Utekočinjen naftni plin (UNP)  (1000 t),Kurilnost,2010,46050.000
Utekočinjen naftni plin (UNP)  (1000 t),Medn. pomorska skladišča,2010,
Utekočinjen naftni plin (UNP)  (1000 t),Neenergetska raba,2010,1.000
Utekočinjen naftni plin (UNP)  (1000 t),Oskrba - skupaj,2010,84.000
Utekočinjen naftni plin (UNP)  (1000 t),Proizvodnja,2010,
Utekočinjen naftni plin (UNP)  (1000 t),Sprememba zalog,2010,-2.000
Utekočinjen naftni plin (UNP)  (1000 t),Transformacija,2010,0.000
Utekočinjen naftni plin (UNP)  (1000 t),Uvoz,2010,95.000
Uvoženi lignit (1000 t),Izvoz,2010,
Uvoženi lignit (1000 t),Končna poraba - drugi porabniki,2010,
Uvoženi lignit (1000 t),Končna poraba - energetski sektor,2010,
Uvoženi lignit (1000 t),Končna poraba - gospodinjstva,2010,
Uvoženi lignit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2010,
Uvoženi lignit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2010,17.000
Uvoženi lignit (1000 t),Končna poraba - promet,2010,
Uvoženi lignit (1000 t),"Končna poraba - promet, od tega železniški",2010,
Uvoženi lignit (1000 t),Končna poraba - skupaj,2010,17.000
Uvoženi lignit (1000 t),Kurilnost,2010,15267.000
Uvoženi lignit (1000 t),Medn. pomorska skladišča,2010,
Uvoženi lignit (1000 t),Neenergetska raba,2010,
Uvoženi lignit (1000 t),Oskrba - skupaj,2010,112.000
Uvoženi lignit (1000 t),Proizvodnja,2010,
Uvoženi lignit (1000 t),Sprememba zalog,2010,37.000
Uvoženi lignit (1000 t),Transformacija,2010,95.000
Uvoženi lignit (1000 t),Uvoz,2010,75.000
Uvoženi rjavi premog (1000 t),Izvoz,2010,0.000
Uvoženi rjavi premog (1000 t),Končna poraba - drugi porabniki,2010,
Uvoženi rjavi premog (1000 t),Končna poraba - energetski sektor,2010,
Uvoženi rjavi premog (1000 t),Končna poraba - gospodinjstva,2010,3.000
Uvoženi rjavi premog (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2010,
Uvoženi rjavi premog (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2010,39.000
Uvoženi rjavi premog (1000 t),Končna poraba - promet,2010,0.000
Uvoženi rjavi premog (1000 t),"Končna poraba - promet, od tega železniški",2010,0.000
Uvoženi rjavi premog (1000 t),Končna poraba - skupaj,2010,42.000
Uvoženi rjavi premog (1000 t),Kurilnost,2010,19103.000
Uvoženi rjavi premog (1000 t),Medn. pomorska skladišča,2010,
Uvoženi rjavi premog (1000 t),Neenergetska raba,2010,
Uvoženi rjavi premog (1000 t),Oskrba - skupaj,2010,477.000
Uvoženi rjavi premog (1000 t),Proizvodnja,2010,
Uvoženi rjavi premog (1000 t),Sprememba zalog,2010,5.000
Uvoženi rjavi premog (1000 t),Transformacija,2010,436.000
Uvoženi rjavi premog (1000 t),Uvoz,2010,473.000
White spirit (1000 t),Izvoz,2010,-1.000
White spirit (1000 t),Končna poraba - drugi porabniki,2010,
White spirit (1000 t),Končna poraba - energetski sektor,2010,
White spirit (1000 t),Končna poraba - gospodinjstva,2010,
White spirit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2010,
White spirit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2010,
White spirit (1000 t),Končna poraba - promet,2010,
White spirit (1000 t),"Končna poraba - promet, od tega železniški",2010,
White spirit (1000 t),Končna poraba - skupaj,2010,5.000
White spirit (1000 t),Kurilnost,2010,43600.000
White spirit (1000 t),Medn. pomorska skladišča,2010,
White spirit (1000 t),Neenergetska raba,2010,5.000
White spirit (1000 t),Oskrba - skupaj,2010,5.000
White spirit (1000 t),Proizvodnja,2010,
White spirit (1000 t),Sprememba zalog,2010,0.000
White spirit (1000 t),Transformacija,2010,
White spirit (1000 t),Uvoz,2010,6.000
Zemeljski plin (mio Sm3),Izvoz,2010,
Zemeljski plin (mio Sm3),Končna poraba - drugi porabniki,2010,29.000
Zemeljski plin (mio Sm3),Končna poraba - energetski sektor,2010,8.000
Zemeljski plin (mio Sm3),Končna poraba - gospodinjstva,2010,140.000
Zemeljski plin (mio Sm3),Končna poraba - kmetijstvo in gozdarstvo,2010,
Zemeljski plin (mio Sm3),Končna poraba - predelovalne dejavnosti in gradbeništvo,2010,593.000
Zemeljski plin (mio Sm3),Končna poraba - promet,2010,
Zemeljski plin (mio Sm3),"Končna poraba - promet, od tega železniški",2010,
Zemeljski plin (mio Sm3),Končna poraba - skupaj,2010,867.000
Zemeljski plin (mio Sm3),Kurilnost,2010,34076.000
Zemeljski plin (mio Sm3),Medn. pomorska skladišča,2010,
Zemeljski plin (mio Sm3),Neenergetska raba,2010,97.000
Zemeljski plin (mio Sm3),Oskrba - skupaj,2010,1060.000
Zemeljski plin (mio Sm3),Proizvodnja,2010,7.000
Zemeljski plin (mio Sm3),Sprememba zalog,2010,
Zemeljski plin (mio Sm3),Transformacija,2010,193.000
Zemeljski plin (mio Sm3),Uvoz,2010,1053.000
Črni premog in antracit (1000 t),Izvoz,2010,-1.000
Črni premog in antracit (1000 t),Končna poraba - drugi porabniki,2010,
Črni premog in antracit (1000 t),Končna poraba - energetski sektor,2010,
Črni premog in antracit (1000 t),Končna poraba - gospodinjstva,2010,
Črni premog in antracit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2010,
Črni premog in antracit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2010,16.000
Črni premog in antracit (1000 t),Končna poraba - promet,2010,
Črni premog in antracit (1000 t),"Končna poraba - promet, od tega železniški",2010,
Črni premog in antracit (1000 t),Končna poraba - skupaj,2010,16.000
Črni premog in antracit (1000 t),Kurilnost,2010,25290.000
Črni premog in antracit (1000 t),Medn. pomorska skladišča,2010,
Črni premog in antracit (1000 t),Neenergetska raba,2010,
Črni premog in antracit (1000 t),Oskrba - skupaj,2010,20.000
Črni premog in antracit (1000 t),Proizvodnja,2010,
Črni premog in antracit (1000 t),Sprememba zalog,2010,-6.000
Črni premog in antracit (1000 t),Transformacija,2010,4.000
Črni premog in antracit (1000 t),Uvoz,2010,27.000
Biobencin (1000 t),Izvoz,2011,
Biobencin (1000 t),Končna poraba - drugi porabniki,2011,
Biobencin (1000 t),Končna poraba - energetski sektor,2011,
Biobencin (1000 t),Končna poraba - gospodinjstva,2011,
Biobencin (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,
Biobencin (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,
Biobencin (1000 t),Končna poraba - promet,2011,6.000
Biobencin (1000 t),"Končna poraba - promet, od tega železniški",2011,
Biobencin (1000 t),Končna poraba - skupaj,2011,6.000
Biobencin (1000 t),Kurilnost,2011,35339.000
Biobencin (1000 t),Medn. pomorska skladišča,2011,
Biobencin (1000 t),Neenergetska raba,2011,
Biobencin (1000 t),Oskrba - skupaj,2011,6.000
Biobencin (1000 t),Proizvodnja,2011,
Biobencin (1000 t),Sprememba zalog,2011,0.000
Biobencin (1000 t),Transformacija,2011,
Biobencin (1000 t),Uvoz,2011,6.000
Biodizelsko gorivo (1000 t),Izvoz,2011,-4.000
Biodizelsko gorivo (1000 t),Končna poraba - drugi porabniki,2011,
Biodizelsko gorivo (1000 t),Končna poraba - energetski sektor,2011,
Biodizelsko gorivo (1000 t),Končna poraba - gospodinjstva,2011,
Biodizelsko gorivo (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,
Biodizelsko gorivo (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,
Biodizelsko gorivo (1000 t),Končna poraba - promet,2011,36.000
Biodizelsko gorivo (1000 t),"Končna poraba - promet, od tega železniški",2011,
Biodizelsko gorivo (1000 t),Končna poraba - skupaj,2011,36.000
Biodizelsko gorivo (1000 t),Kurilnost,2011,36900.000
Biodizelsko gorivo (1000 t),Medn. pomorska skladišča,2011,
Biodizelsko gorivo (1000 t),Neenergetska raba,2011,
Biodizelsko gorivo (1000 t),Oskrba - skupaj,2011,36.000
Biodizelsko gorivo (1000 t),Proizvodnja,2011,0.000
Biodizelsko gorivo (1000 t),Sprememba zalog,2011,1.000
Biodizelsko gorivo (1000 t),Transformacija,2011,
Biodizelsko gorivo (1000 t),Uvoz,2011,39.000
Dizelsko gorivo (1000 t),Izvoz,2011,-429.000
Dizelsko gorivo (1000 t),Končna poraba - drugi porabniki,2011,
Dizelsko gorivo (1000 t),Končna poraba - energetski sektor,2011,
Dizelsko gorivo (1000 t),Končna poraba - gospodinjstva,2011,
Dizelsko gorivo (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,60.000
Dizelsko gorivo (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,25.000
Dizelsko gorivo (1000 t),Končna poraba - promet,2011,1226.000
Dizelsko gorivo (1000 t),"Končna poraba - promet, od tega železniški",2011,10.000
Dizelsko gorivo (1000 t),Končna poraba - skupaj,2011,1311.000
Dizelsko gorivo (1000 t),Kurilnost,2011,42600.000
Dizelsko gorivo (1000 t),Medn. pomorska skladišča,2011,
Dizelsko gorivo (1000 t),Neenergetska raba,2011,
Dizelsko gorivo (1000 t),Oskrba - skupaj,2011,1311.000
Dizelsko gorivo (1000 t),Proizvodnja,2011,
Dizelsko gorivo (1000 t),Sprememba zalog,2011,9.000
Dizelsko gorivo (1000 t),Transformacija,2011,
Dizelsko gorivo (1000 t),Uvoz,2011,1731.000
Domači lignit (1000 t),Izvoz,2011,
Domači lignit (1000 t),Končna poraba - drugi porabniki,2011,
Domači lignit (1000 t),Končna poraba - energetski sektor,2011,
Domači lignit (1000 t),Končna poraba - gospodinjstva,2011,
Domači lignit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,
Domači lignit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,
Domači lignit (1000 t),Končna poraba - promet,2011,
Domači lignit (1000 t),"Končna poraba - promet, od tega železniški",2011,
Domači lignit (1000 t),Končna poraba - skupaj,2011,
Domači lignit (1000 t),Kurilnost,2011,11068.000
Domači lignit (1000 t),Medn. pomorska skladišča,2011,
Domači lignit (1000 t),Neenergetska raba,2011,
Domači lignit (1000 t),Oskrba - skupaj,2011,3980.000
Domači lignit (1000 t),Proizvodnja,2011,4066.000
Domači lignit (1000 t),Sprememba zalog,2011,-86.000
Domači lignit (1000 t),Transformacija,2011,3980.000
Domači lignit (1000 t),Uvoz,2011,
Domači rjavi premog (1000 t),Izvoz,2011,
Domači rjavi premog (1000 t),Končna poraba - drugi porabniki,2011,
Domači rjavi premog (1000 t),Končna poraba - energetski sektor,2011,
Domači rjavi premog (1000 t),Končna poraba - gospodinjstva,2011,
Domači rjavi premog (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,
Domači rjavi premog (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,
Domači rjavi premog (1000 t),Končna poraba - promet,2011,
Domači rjavi premog (1000 t),"Končna poraba - promet, od tega železniški",2011,
Domači rjavi premog (1000 t),Končna poraba - skupaj,2011,
Domači rjavi premog (1000 t),Kurilnost,2011,11828.000
Domači rjavi premog (1000 t),Medn. pomorska skladišča,2011,
Domači rjavi premog (1000 t),Neenergetska raba,2011,
Domači rjavi premog (1000 t),Oskrba - skupaj,2011,447.000
Domači rjavi premog (1000 t),Proizvodnja,2011,435.000
Domači rjavi premog (1000 t),Sprememba zalog,2011,12.000
Domači rjavi premog (1000 t),Transformacija,2011,447.000
Domači rjavi premog (1000 t),Uvoz,2011,
Ekstra lahko kurilno olje (1000 t),Izvoz,2011,-112.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - drugi porabniki,2011,140.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - energetski sektor,2011,0.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - gospodinjstva,2011,210.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,
Ekstra lahko kurilno olje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,35.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - promet,2011,
Ekstra lahko kurilno olje (1000 t),"Končna poraba - promet, od tega železniški",2011,
Ekstra lahko kurilno olje (1000 t),Končna poraba - skupaj,2011,385.000
Ekstra lahko kurilno olje (1000 t),Kurilnost,2011,42600.000
Ekstra lahko kurilno olje (1000 t),Medn. pomorska skladišča,2011,
Ekstra lahko kurilno olje (1000 t),Neenergetska raba,2011,0.000
Ekstra lahko kurilno olje (1000 t),Oskrba - skupaj,2011,392.000
Ekstra lahko kurilno olje (1000 t),Proizvodnja,2011,
Ekstra lahko kurilno olje (1000 t),Sprememba zalog,2011,-1.000
Ekstra lahko kurilno olje (1000 t),Transformacija,2011,7.000
Ekstra lahko kurilno olje (1000 t),Uvoz,2011,505.000
Koks (1000 t),Izvoz,2011,0.000
Koks (1000 t),Končna poraba - drugi porabniki,2011,
Koks (1000 t),Končna poraba - energetski sektor,2011,
Koks (1000 t),Končna poraba - gospodinjstva,2011,
Koks (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,
Koks (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,29.000
Koks (1000 t),Končna poraba - promet,2011,
Koks (1000 t),"Končna poraba - promet, od tega železniški",2011,
Koks (1000 t),Končna poraba - skupaj,2011,35.000
Koks (1000 t),Kurilnost,2011,29895.000
Koks (1000 t),Medn. pomorska skladišča,2011,
Koks (1000 t),Neenergetska raba,2011,6.000
Koks (1000 t),Oskrba - skupaj,2011,35.000
Koks (1000 t),Proizvodnja,2011,
Koks (1000 t),Sprememba zalog,2011,4.000
Koks (1000 t),Transformacija,2011,
Koks (1000 t),Uvoz,2011,31.000
Kurilno olje (1000 t),Izvoz,2011,
Kurilno olje (1000 t),Končna poraba - drugi porabniki,2011,
Kurilno olje (1000 t),Končna poraba - energetski sektor,2011,
Kurilno olje (1000 t),Končna poraba - gospodinjstva,2011,
Kurilno olje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,
Kurilno olje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,7.000
Kurilno olje (1000 t),Končna poraba - promet,2011,
Kurilno olje (1000 t),"Končna poraba - promet, od tega železniški",2011,
Kurilno olje (1000 t),Končna poraba - skupaj,2011,7.000
Kurilno olje (1000 t),Kurilnost,2011,39700.000
Kurilno olje (1000 t),Medn. pomorska skladišča,2011,-33.000
Kurilno olje (1000 t),Neenergetska raba,2011,
Kurilno olje (1000 t),Oskrba - skupaj,2011,8.000
Kurilno olje (1000 t),Proizvodnja,2011,
Kurilno olje (1000 t),Sprememba zalog,2011,0.000
Kurilno olje (1000 t),Transformacija,2011,1.000
Kurilno olje (1000 t),Uvoz,2011,41.000
Neosvinčen motorni bencin 95 (1000 t),Izvoz,2011,-136.000
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - drugi porabniki,2011,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - energetski sektor,2011,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - gospodinjstva,2011,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,4.000
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,0.000
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - promet,2011,502.000
Neosvinčen motorni bencin 95 (1000 t),"Končna poraba - promet, od tega železniški",2011,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - skupaj,2011,506.000
Neosvinčen motorni bencin 95 (1000 t),Kurilnost,2011,43850.000
Neosvinčen motorni bencin 95 (1000 t),Medn. pomorska skladišča,2011,
Neosvinčen motorni bencin 95 (1000 t),Neenergetska raba,2011,
Neosvinčen motorni bencin 95 (1000 t),Oskrba - skupaj,2011,506.000
Neosvinčen motorni bencin 95 (1000 t),Proizvodnja,2011,
Neosvinčen motorni bencin 95 (1000 t),Sprememba zalog,2011,5.000
Neosvinčen motorni bencin 95 (1000 t),Transformacija,2011,
Neosvinčen motorni bencin 95 (1000 t),Uvoz,2011,637.000
Neosvinčen motorni bencin 98 (1000 t),Izvoz,2011,-8.000
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - drugi porabniki,2011,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - energetski sektor,2011,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - gospodinjstva,2011,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,0.000
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - promet,2011,63.000
Neosvinčen motorni bencin 98 (1000 t),"Končna poraba - promet, od tega železniški",2011,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - skupaj,2011,63.000
Neosvinčen motorni bencin 98 (1000 t),Kurilnost,2011,43850.000
Neosvinčen motorni bencin 98 (1000 t),Medn. pomorska skladišča,2011,
Neosvinčen motorni bencin 98 (1000 t),Neenergetska raba,2011,
Neosvinčen motorni bencin 98 (1000 t),Oskrba - skupaj,2011,63.000
Neosvinčen motorni bencin 98 (1000 t),Proizvodnja,2011,
Neosvinčen motorni bencin 98 (1000 t),Sprememba zalog,2011,0.000
Neosvinčen motorni bencin 98 (1000 t),Transformacija,2011,
Neosvinčen motorni bencin 98 (1000 t),Uvoz,2011,71.000
Petrolejski koks (1000 t),Izvoz,2011,-3.000
Petrolejski koks (1000 t),Končna poraba - drugi porabniki,2011,
Petrolejski koks (1000 t),Končna poraba - energetski sektor,2011,
Petrolejski koks (1000 t),Končna poraba - gospodinjstva,2011,
Petrolejski koks (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,
Petrolejski koks (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,27.000
Petrolejski koks (1000 t),Končna poraba - promet,2011,
Petrolejski koks (1000 t),"Končna poraba - promet, od tega železniški",2011,
Petrolejski koks (1000 t),Končna poraba - skupaj,2011,61.000
Petrolejski koks (1000 t),Kurilnost,2011,33969.000
Petrolejski koks (1000 t),Medn. pomorska skladišča,2011,
Petrolejski koks (1000 t),Neenergetska raba,2011,34.000
Petrolejski koks (1000 t),Oskrba - skupaj,2011,61.000
Petrolejski koks (1000 t),Proizvodnja,2011,
Petrolejski koks (1000 t),Sprememba zalog,2011,5.000
Petrolejski koks (1000 t),Transformacija,2011,
Petrolejski koks (1000 t),Uvoz,2011,59.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Izvoz,2011,0.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - drugi porabniki,2011,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - energetski sektor,2011,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - gospodinjstva,2011,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - promet,2011,23.000
Petrolejsko gorivo za reaktivne motorje (1000 t),"Končna poraba - promet, od tega železniški",2011,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - skupaj,2011,23.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Kurilnost,2011,43540.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Medn. pomorska skladišča,2011,
Petrolejsko gorivo za reaktivne motorje (1000 t),Neenergetska raba,2011,
Petrolejsko gorivo za reaktivne motorje (1000 t),Oskrba - skupaj,2011,23.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Proizvodnja,2011,
Petrolejsko gorivo za reaktivne motorje (1000 t),Sprememba zalog,2011,0.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Transformacija,2011,
Petrolejsko gorivo za reaktivne motorje (1000 t),Uvoz,2011,23.000
Utekočinjen naftni plin (UNP)  (1000 t),Izvoz,2011,-7.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - drugi porabniki,2011,16.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - energetski sektor,2011,0.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - gospodinjstva,2011,35.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,23.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - promet,2011,6.000
Utekočinjen naftni plin (UNP)  (1000 t),"Končna poraba - promet, od tega železniški",2011,
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - skupaj,2011,81.000
Utekočinjen naftni plin (UNP)  (1000 t),Kurilnost,2011,46050.000
Utekočinjen naftni plin (UNP)  (1000 t),Medn. pomorska skladišča,2011,
Utekočinjen naftni plin (UNP)  (1000 t),Neenergetska raba,2011,1.000
Utekočinjen naftni plin (UNP)  (1000 t),Oskrba - skupaj,2011,81.000
Utekočinjen naftni plin (UNP)  (1000 t),Proizvodnja,2011,
Utekočinjen naftni plin (UNP)  (1000 t),Sprememba zalog,2011,-2.000
Utekočinjen naftni plin (UNP)  (1000 t),Transformacija,2011,0.000
Utekočinjen naftni plin (UNP)  (1000 t),Uvoz,2011,90.000
Uvoženi lignit (1000 t),Izvoz,2011,
Uvoženi lignit (1000 t),Končna poraba - drugi porabniki,2011,
Uvoženi lignit (1000 t),Končna poraba - energetski sektor,2011,
Uvoženi lignit (1000 t),Končna poraba - gospodinjstva,2011,
Uvoženi lignit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,
Uvoženi lignit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,29.000
Uvoženi lignit (1000 t),Končna poraba - promet,2011,
Uvoženi lignit (1000 t),"Končna poraba - promet, od tega železniški",2011,
Uvoženi lignit (1000 t),Končna poraba - skupaj,2011,29.000
Uvoženi lignit (1000 t),Kurilnost,2011,14298.000
Uvoženi lignit (1000 t),Medn. pomorska skladišča,2011,
Uvoženi lignit (1000 t),Neenergetska raba,2011,
Uvoženi lignit (1000 t),Oskrba - skupaj,2011,129.000
Uvoženi lignit (1000 t),Proizvodnja,2011,
Uvoženi lignit (1000 t),Sprememba zalog,2011,44.000
Uvoženi lignit (1000 t),Transformacija,2011,100.000
Uvoženi lignit (1000 t),Uvoz,2011,85.000
Uvoženi rjavi premog (1000 t),Izvoz,2011,0.000
