supply_and_consumption,year,energy_source,data
Lastna raba in izgube,2012,"Geoterm., sončna itd.",
Lastna raba in izgube,2012,Hidro energija,
Lastna raba in izgube,2012,Naftni proizvodi,
Lastna raba in izgube,2012,Nuklearna energija,
Lastna raba in izgube,2012,Obnovljivi viri in odpadki,
Lastna raba in izgube,2012,Surova nafta,
Lastna raba in izgube,2012,Toplota,-1780
Lastna raba in izgube,2012,Trdna goriva,
Lastna raba in izgube,2012,Zemeljski plin,
Medn. pomorska skladiča,2012,Električna energija,
Medn. pomorska skladiča,2012,Energetski viri-SKUPAJ,-2027
Medn. pomorska skladiča,2012,"Geoterm., sončna itd.",
Medn. pomorska skladiča,2012,Hidro energija,
Medn. pomorska skladiča,2012,Naftni proizvodi,-2027
Medn. pomorska skladiča,2012,Nuklearna energija,
Medn. pomorska skladiča,2012,Obnovljivi viri in odpadki,0
Medn. pomorska skladiča,2012,Surova nafta,
Medn. pomorska skladiča,2012,Toplota,
Medn. pomorska skladiča,2012,Trdna goriva,
Medn. pomorska skladiča,2012,Zemeljski plin,
Oskrba z energijo,2012,Električna energija,-3740
Oskrba z energijo,2012,Energetski viri-SKUPAJ,294933.6
Oskrba z energijo,2012,"Geoterm., sončna itd.",2323.6
Oskrba z energijo,2012,Hidro energija,14037
Oskrba z energijo,2012,Naftni proizvodi,102601
Oskrba z energijo,2012,Nuklearna energija,60305
Oskrba z energijo,2012,Obnovljivi viri in odpadki,31306
Oskrba z energijo,2012,Surova nafta,0
Oskrba z energijo,2012,Toplota,0
Oskrba z energijo,2012,Trdna goriva,58386
Oskrba z energijo,2012,Zemeljski plin,29716
Reklasifikacije,2012,Električna energija,
Reklasifikacije,2012,Energetski viri-SKUPAJ,
Reklasifikacije,2012,"Geoterm., sončna itd.",
Reklasifikacije,2012,Hidro energija,
Reklasifikacije,2012,Naftni proizvodi,
Reklasifikacije,2012,Nuklearna energija,
Reklasifikacije,2012,Obnovljivi viri in odpadki,
Reklasifikacije,2012,Surova nafta,
Reklasifikacije,2012,Toplota,
Reklasifikacije,2012,Trdna goriva,
Reklasifikacije,2012,Zemeljski plin,
Spremembe zalog,2012,Električna energija,
Spremembe zalog,2012,Energetski viri-SKUPAJ,-3195
Spremembe zalog,2012,"Geoterm., sončna itd.",
Spremembe zalog,2012,Hidro energija,
Spremembe zalog,2012,Naftni proizvodi,-3252
Spremembe zalog,2012,Nuklearna energija,
Spremembe zalog,2012,Obnovljivi viri in odpadki,0
Spremembe zalog,2012,Surova nafta,0
Spremembe zalog,2012,Toplota,
Spremembe zalog,2012,Trdna goriva,57
Spremembe zalog,2012,Zemeljski plin,
Statistične razlike,2012,Električna energija,0
Statistične razlike,2012,Energetski viri-SKUPAJ,545
Statistične razlike,2012,"Geoterm., sončna itd.",0
Statistične razlike,2012,Hidro energija,0
Statistične razlike,2012,Naftni proizvodi,0
Statistične razlike,2012,Nuklearna energija,0
Statistične razlike,2012,Obnovljivi viri in odpadki,19
Statistične razlike,2012,Surova nafta,0
Statistične razlike,2012,Toplota,0
Statistične razlike,2012,Trdna goriva,526
Statistične razlike,2012,Zemeljski plin,0
Transformacija-elektrarne-male HE,2012,Električna energija,191
Transformacija-elektrarne-male HE,2012,Energetski viri-SKUPAJ,0
Transformacija-elektrarne-male HE,2012,"Geoterm., sončna itd.",
Transformacija-elektrarne-male HE,2012,Hidro energija,-191
Transformacija-elektrarne-male HE,2012,Naftni proizvodi,
Transformacija-elektrarne-male HE,2012,Nuklearna energija,
Transformacija-elektrarne-male HE,2012,Obnovljivi viri in odpadki,
Transformacija-elektrarne-male HE,2012,Surova nafta,
Transformacija-elektrarne-male HE,2012,Toplota,
Transformacija-elektrarne-male HE,2012,Trdna goriva,
Transformacija-elektrarne-male HE,2012,Zemeljski plin,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2012,Električna energija,36516.6
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2012,Energetski viri-SKUPAJ,-44013
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2012,"Geoterm., sončna itd.",-23.6
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2012,Hidro energija,-13584
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2012,Naftni proizvodi,-80
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2012,Nuklearna energija,-60305
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2012,Obnovljivi viri in odpadki,0
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2012,Surova nafta,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2012,Toplota,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2012,Trdna goriva,-6435
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2012,Zemeljski plin,-102
Transformacija-elektrarne-samoproizvajalci,2012,Električna energija,846
Transformacija-elektrarne-samoproizvajalci,2012,Energetski viri-SKUPAJ,-161
Transformacija-elektrarne-samoproizvajalci,2012,"Geoterm., sončna itd.",-566
Transformacija-elektrarne-samoproizvajalci,2012,Hidro energija,-262
Transformacija-elektrarne-samoproizvajalci,2012,Naftni proizvodi,0
Transformacija-elektrarne-samoproizvajalci,2012,Nuklearna energija,
Transformacija-elektrarne-samoproizvajalci,2012,Obnovljivi viri in odpadki,-77
Transformacija-elektrarne-samoproizvajalci,2012,Surova nafta,
Transformacija-elektrarne-samoproizvajalci,2012,Toplota,
Transformacija-elektrarne-samoproizvajalci,2012,Trdna goriva,-102
Transformacija-elektrarne-samoproizvajalci,2012,Zemeljski plin,0
Transformacija-elektrarne-skupaj,2012,Električna energija,37552.6
Transformacija-elektrarne-skupaj,2012,Energetski viri-SKUPAJ,-44174
Transformacija-elektrarne-skupaj,2012,"Geoterm., sončna itd.",-589.6
Transformacija-elektrarne-skupaj,2012,Hidro energija,-14037
Transformacija-elektrarne-skupaj,2012,Naftni proizvodi,-80
Transformacija-elektrarne-skupaj,2012,Nuklearna energija,-60305
Transformacija-elektrarne-skupaj,2012,Obnovljivi viri in odpadki,-78
Transformacija-elektrarne-skupaj,2012,Surova nafta,0
Transformacija-elektrarne-skupaj,2012,Toplota,0
Transformacija-elektrarne-skupaj,2012,Trdna goriva,-6536
Transformacija-elektrarne-skupaj,2012,Zemeljski plin,-102
Transformacija-plinarne,2012,Električna energija,
Transformacija-plinarne,2012,Energetski viri-SKUPAJ,0
Transformacija-plinarne,2012,"Geoterm., sončna itd.",
Transformacija-plinarne,2012,Hidro energija,
Transformacija-plinarne,2012,Naftni proizvodi,
Transformacija-plinarne,2012,Nuklearna energija,
Transformacija-plinarne,2012,Obnovljivi viri in odpadki,
Transformacija-plinarne,2012,Surova nafta,
Transformacija-plinarne,2012,Toplota,
Transformacija-plinarne,2012,Trdna goriva,
Transformacija-plinarne,2012,Zemeljski plin,
Transformacija-predelava premoga,2012,Električna energija,
Transformacija-predelava premoga,2012,Energetski viri-SKUPAJ,0
Transformacija-predelava premoga,2012,"Geoterm., sončna itd.",
Transformacija-predelava premoga,2012,Hidro energija,
Transformacija-predelava premoga,2012,Naftni proizvodi,
Transformacija-predelava premoga,2012,Nuklearna energija,
Transformacija-predelava premoga,2012,Obnovljivi viri in odpadki,
Transformacija-predelava premoga,2012,Surova nafta,
Transformacija-predelava premoga,2012,Toplota,
Transformacija-predelava premoga,2012,Trdna goriva,
Transformacija-predelava premoga,2012,Zemeljski plin,
Transformacija-rafinerije,2012,Električna energija,
Transformacija-rafinerije,2012,Energetski viri-SKUPAJ,0
Transformacija-rafinerije,2012,"Geoterm., sončna itd.",
Transformacija-rafinerije,2012,Hidro energija,
Transformacija-rafinerije,2012,Naftni proizvodi,
Transformacija-rafinerije,2012,Nuklearna energija,
Transformacija-rafinerije,2012,Obnovljivi viri in odpadki,
Transformacija-rafinerije,2012,Surova nafta,
Transformacija-rafinerije,2012,Toplota,
Transformacija-rafinerije,2012,Trdna goriva,
Transformacija-rafinerije,2012,Zemeljski plin,
Transformacija-skupaj,2012,Električna energija,56652.6
Transformacija-skupaj,2012,Energetski viri-SKUPAJ,-74882
Transformacija-skupaj,2012,"Geoterm., sončna itd.",-673.6
Transformacija-skupaj,2012,Hidro energija,-14037
Transformacija-skupaj,2012,Naftni proizvodi,-343
Transformacija-skupaj,2012,Nuklearna energija,-60305
Transformacija-skupaj,2012,Obnovljivi viri in odpadki,-3609
Transformacija-skupaj,2012,Surova nafta,0
Transformacija-skupaj,2012,Toplota,9499
Transformacija-skupaj,2012,Trdna goriva,-55526
Transformacija-skupaj,2012,Zemeljski plin,-6540
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2012,Električna energija,18212
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2012,Energetski viri-SKUPAJ,-30039
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2012,"Geoterm., sončna itd.",
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2012,Hidro energija,
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2012,Naftni proizvodi,-32
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2012,Nuklearna energija,
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2012,Obnovljivi viri in odpadki,-2530
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2012,Surova nafta,
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2012,Toplota,7102
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2012,Trdna goriva,-48743
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2012,Zemeljski plin,-4048
Transformacija-termoelektrarne toplarne-samoproizvajalci,2012,Električna energija,887
Transformacija-termoelektrarne toplarne-samoproizvajalci,2012,Energetski viri-SKUPAJ,-364
Transformacija-termoelektrarne toplarne-samoproizvajalci,2012,"Geoterm., sončna itd.",
Transformacija-termoelektrarne toplarne-samoproizvajalci,2012,Hidro energija,
Transformacija-termoelektrarne toplarne-samoproizvajalci,2012,Naftni proizvodi,-3
Transformacija-termoelektrarne toplarne-samoproizvajalci,2012,Nuklearna energija,
Transformacija-termoelektrarne toplarne-samoproizvajalci,2012,Obnovljivi viri in odpadki,-586
Transformacija-termoelektrarne toplarne-samoproizvajalci,2012,Surova nafta,
Transformacija-termoelektrarne toplarne-samoproizvajalci,2012,Toplota,76
Transformacija-termoelektrarne toplarne-samoproizvajalci,2012,Trdna goriva,-246
Transformacija-termoelektrarne toplarne-samoproizvajalci,2012,Zemeljski plin,-493
Transformacija-termoelektrarne toplarne-skupaj,2012,Električna energija,19099
Transformacija-termoelektrarne toplarne-skupaj,2012,Energetski viri-SKUPAJ,-30403
Transformacija-termoelektrarne toplarne-skupaj,2012,"Geoterm., sončna itd.",0
Transformacija-termoelektrarne toplarne-skupaj,2012,Hidro energija,0
Transformacija-termoelektrarne toplarne-skupaj,2012,Naftni proizvodi,-34
Transformacija-termoelektrarne toplarne-skupaj,2012,Nuklearna energija,0
Transformacija-termoelektrarne toplarne-skupaj,2012,Obnovljivi viri in odpadki,-3116
Transformacija-termoelektrarne toplarne-skupaj,2012,Surova nafta,0
Transformacija-termoelektrarne toplarne-skupaj,2012,Toplota,7178
Transformacija-termoelektrarne toplarne-skupaj,2012,Trdna goriva,-48989
Transformacija-termoelektrarne toplarne-skupaj,2012,Zemeljski plin,-4541
Transformacija-toplarne,2012,Električna energija,
Transformacija-toplarne,2012,Energetski viri-SKUPAJ,-305
Transformacija-toplarne,2012,"Geoterm., sončna itd.",-84
Transformacija-toplarne,2012,Hidro energija,
Transformacija-toplarne,2012,Naftni proizvodi,-229
Transformacija-toplarne,2012,Nuklearna energija,
Transformacija-toplarne,2012,Obnovljivi viri in odpadki,-416
Transformacija-toplarne,2012,Surova nafta,
Transformacija-toplarne,2012,Toplota,2321
Transformacija-toplarne,2012,Trdna goriva,0
Transformacija-toplarne,2012,Zemeljski plin,-1897
Transformacija-utekočinjanje,2012,Električna energija,
Transformacija-utekočinjanje,2012,Energetski viri-SKUPAJ,0
Transformacija-utekočinjanje,2012,"Geoterm., sončna itd.",
Transformacija-utekočinjanje,2012,Hidro energija,
Transformacija-utekočinjanje,2012,Naftni proizvodi,
Transformacija-utekočinjanje,2012,Nuklearna energija,
Transformacija-utekočinjanje,2012,Obnovljivi viri in odpadki,
Transformacija-utekočinjanje,2012,Surova nafta,
Transformacija-utekočinjanje,2012,Toplota,
Transformacija-utekočinjanje,2012,Trdna goriva,
Transformacija-utekočinjanje,2012,Zemeljski plin,
Uvoz,2012,Električna energija,26829
Uvoz,2012,Energetski viri-SKUPAJ,213497
Uvoz,2012,"Geoterm., sončna itd.",
Uvoz,2012,Hidro energija,
Uvoz,2012,Naftni proizvodi,142088
Uvoz,2012,Nuklearna energija,
Uvoz,2012,Obnovljivi viri in odpadki,2343
Uvoz,2012,Surova nafta,0
Uvoz,2012,Toplota,
Uvoz,2012,Trdna goriva,12576
Uvoz,2012,Zemeljski plin,29662
Domača proizvodnja,2013,Električna energija,
Domača proizvodnja,2013,Energetski viri-SKUPAJ,152830.7320321818
Domača proizvodnja,2013,"Geoterm., sončna itd.",2700.526
Domača proizvodnja,2013,Hidro energija,16666.0452
Domača proizvodnja,2013,Naftni proizvodi,0
Domača proizvodnja,2013,Nuklearna energija,57813.98181818183
Domača proizvodnja,2013,Obnovljivi viri in odpadki,30331.932
Domača proizvodnja,2013,Surova nafta,15.6465
Domača proizvodnja,2013,Toplota,
Domača proizvodnja,2013,Trdna goriva,45200.42867400002
Domača proizvodnja,2013,Zemeljski plin,102.17184
Izvoz,2013,Električna energija,-31718.4156
Izvoz,2013,Energetski viri-SKUPAJ,-71344.86392100001
Izvoz,2013,"Geoterm., sončna itd.",
Izvoz,2013,Hidro energija,
Izvoz,2013,Naftni proizvodi,-39398.344396
Izvoz,2013,Nuklearna energija,
Izvoz,2013,Obnovljivi viri in odpadki,-26.4573
Izvoz,2013,Surova nafta,-15.935
Izvoz,2013,Toplota,
Izvoz,2013,Trdna goriva,-185.711625
Izvoz,2013,Zemeljski plin,0
Končna poraba,2013,Električna energija,45314.5356
Končna poraba,2013,Energetski viri-SKUPAJ,204477.2381730001
Končna poraba,2013,"Geoterm., sončna itd.",1833.109
Končna poraba,2013,Hidro energija,0
Končna poraba,2013,Naftni proizvodi,95174.637377
Končna poraba,2013,Nuklearna energija,0
Končna poraba,2013,Obnovljivi viri in odpadki,29231.233344
Končna poraba,2013,Surova nafta,0
Končna poraba,2013,Toplota,7743.716
Končna poraba,2013,Trdna goriva,2233.738372
Končna poraba,2013,Zemeljski plin,22946.26848
Končna poraba-Drugi porabniki,2013,Električna energija,11588.8464
Končna poraba-Drugi porabniki,2013,Energetski viri-SKUPAJ,20355.48472
Končna poraba-Drugi porabniki,2013,"Geoterm., sončna itd.",458
Končna poraba-Drugi porabniki,2013,Hidro energija,
Končna poraba-Drugi porabniki,2013,Naftni proizvodi,4813.3716
Končna poraba-Drugi porabniki,2013,Nuklearna energija,
Končna poraba-Drugi porabniki,2013,Obnovljivi viri in odpadki,82.72399999999999
Končna poraba-Drugi porabniki,2013,Surova nafta,
Končna poraba-Drugi porabniki,2013,Toplota,2078.856
Končna poraba-Drugi porabniki,2013,Trdna goriva,0
Končna poraba-Drugi porabniki,2013,Zemeljski plin,1333.686719999997
Končna poraba-Energetski sektor,2013,Električna energija,388.5012
Končna poraba-Energetski sektor,2013,Energetski viri-SKUPAJ,617.17825
Končna poraba-Energetski sektor,2013,"Geoterm., sončna itd.",0
Končna poraba-Energetski sektor,2013,Hidro energija,
Končna poraba-Energetski sektor,2013,Naftni proizvodi,18.33405
Končna poraba-Energetski sektor,2013,Nuklearna energija,
Končna poraba-Energetski sektor,2013,Obnovljivi viri in odpadki,0
Končna poraba-Energetski sektor,2013,Surova nafta,
Končna poraba-Energetski sektor,2013,Toplota,83.395
Končna poraba-Energetski sektor,2013,Trdna goriva,0
Končna poraba-Energetski sektor,2013,Zemeljski plin,126.948
Končna poraba-Gospodinjstva,2013,Električna energija,11623.2876
Končna poraba-Gospodinjstva,2013,Energetski viri-SKUPAJ,51942.42235000001
Končna poraba-Gospodinjstva,2013,"Geoterm., sončna itd.",1261.109
Končna poraba-Gospodinjstva,2013,Hidro energija,
Končna poraba-Gospodinjstva,2013,Naftni proizvodi,7643.905949999999
Končna poraba-Gospodinjstva,2013,Nuklearna energija,
Končna poraba-Gospodinjstva,2013,Obnovljivi viri in odpadki,23197.335
Končna poraba-Gospodinjstva,2013,Surova nafta,
Končna poraba-Gospodinjstva,2013,Toplota,3409.972
Končna poraba-Gospodinjstva,2013,Trdna goriva,16.528
Končna poraba-Gospodinjstva,2013,Zemeljski plin,4790.284799999999
Končna poraba-Kmetijstvo in gozdarstvo,2013,Električna energija,0
Končna poraba-Kmetijstvo in gozdarstvo,2013,Energetski viri-SKUPAJ,2930.600000000001
Končna poraba-Kmetijstvo in gozdarstvo,2013,"Geoterm., sončna itd.",114
Končna poraba-Kmetijstvo in gozdarstvo,2013,Hidro energija,
Končna poraba-Kmetijstvo in gozdarstvo,2013,Naftni proizvodi,2816.600000000001
Končna poraba-Kmetijstvo in gozdarstvo,2013,Nuklearna energija,
Končna poraba-Kmetijstvo in gozdarstvo,2013,Obnovljivi viri in odpadki,0
Končna poraba-Kmetijstvo in gozdarstvo,2013,Surova nafta,
Končna poraba-Kmetijstvo in gozdarstvo,2013,Toplota,0
Končna poraba-Kmetijstvo in gozdarstvo,2013,Trdna goriva,0
Končna poraba-Kmetijstvo in gozdarstvo,2013,Zemeljski plin,0
Končna poraba-Neenergetska raba,2013,Električna energija,
Končna poraba-Neenergetska raba,2013,Energetski viri-SKUPAJ,1821.0823
Končna poraba-Neenergetska raba,2013,"Geoterm., sončna itd.",
Končna poraba-Neenergetska raba,2013,Hidro energija,
Končna poraba-Neenergetska raba,2013,Naftni proizvodi,1406.571112
Končna poraba-Neenergetska raba,2013,Nuklearna energija,
