supply_and_consumption,year,energy_source,data
Spremembe zalog,2000,Električna energija,
Spremembe zalog,2000,Energetski viri-SKUPAJ,-1559
Spremembe zalog,2000,"Geoterm., sončna itd.",
Spremembe zalog,2000,Hidro energija,
Spremembe zalog,2000,Naftni proizvodi,-2368
Spremembe zalog,2000,Nuklearna energija,
Spremembe zalog,2000,Obnovljivi viri in odpadki,0
Spremembe zalog,2000,Surova nafta,769
Spremembe zalog,2000,Toplota,
Spremembe zalog,2000,Trdna goriva,40
Spremembe zalog,2000,Zemeljski plin,
Statistične razlike,2000,Električna energija,0
Statistične razlike,2000,Energetski viri-SKUPAJ,808
Statistične razlike,2000,"Geoterm., sončna itd.",0
Statistične razlike,2000,Hidro energija,0
Statistične razlike,2000,Naftni proizvodi,695
Statistične razlike,2000,Nuklearna energija,0
Statistične razlike,2000,Obnovljivi viri in odpadki,0
Statistične razlike,2000,Surova nafta,55
Statistične razlike,2000,Toplota,0
Statistične razlike,2000,Trdna goriva,59
Statistične razlike,2000,Zemeljski plin,0
Transformacija-elektrarne-male HE,2000,Električna energija,324
Transformacija-elektrarne-male HE,2000,Energetski viri-SKUPAJ,0
Transformacija-elektrarne-male HE,2000,"Geoterm., sončna itd.",
Transformacija-elektrarne-male HE,2000,Hidro energija,-324
Transformacija-elektrarne-male HE,2000,Naftni proizvodi,
Transformacija-elektrarne-male HE,2000,Nuklearna energija,
Transformacija-elektrarne-male HE,2000,Obnovljivi viri in odpadki,
Transformacija-elektrarne-male HE,2000,Surova nafta,
Transformacija-elektrarne-male HE,2000,Toplota,
Transformacija-elektrarne-male HE,2000,Trdna goriva,
Transformacija-elektrarne-male HE,2000,Zemeljski plin,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2000,Električna energija,32616
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2000,Energetski viri-SKUPAJ,-39408
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2000,"Geoterm., sončna itd.",0
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2000,Hidro energija,-13134
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2000,Naftni proizvodi,-85
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2000,Nuklearna energija,-51938
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2000,Obnovljivi viri in odpadki,0
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2000,Surova nafta,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2000,Toplota,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2000,Trdna goriva,-6833
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2000,Zemeljski plin,-34
Transformacija-elektrarne-samoproizvajalci,2000,Električna energija,346
Transformacija-elektrarne-samoproizvajalci,2000,Energetski viri-SKUPAJ,-1
Transformacija-elektrarne-samoproizvajalci,2000,"Geoterm., sončna itd.",0
Transformacija-elektrarne-samoproizvajalci,2000,Hidro energija,-346
Transformacija-elektrarne-samoproizvajalci,2000,Naftni proizvodi,0
Transformacija-elektrarne-samoproizvajalci,2000,Nuklearna energija,
Transformacija-elektrarne-samoproizvajalci,2000,Obnovljivi viri in odpadki,0
Transformacija-elektrarne-samoproizvajalci,2000,Surova nafta,
Transformacija-elektrarne-samoproizvajalci,2000,Toplota,
Transformacija-elektrarne-samoproizvajalci,2000,Trdna goriva,0
Transformacija-elektrarne-samoproizvajalci,2000,Zemeljski plin,0
Transformacija-elektrarne-skupaj,2000,Električna energija,33286
Transformacija-elektrarne-skupaj,2000,Energetski viri-SKUPAJ,-39409
Transformacija-elektrarne-skupaj,2000,"Geoterm., sončna itd.",0
Transformacija-elektrarne-skupaj,2000,Hidro energija,-13804
Transformacija-elektrarne-skupaj,2000,Naftni proizvodi,-85
Transformacija-elektrarne-skupaj,2000,Nuklearna energija,-51938
Transformacija-elektrarne-skupaj,2000,Obnovljivi viri in odpadki,0
Transformacija-elektrarne-skupaj,2000,Surova nafta,0
Transformacija-elektrarne-skupaj,2000,Toplota,0
Transformacija-elektrarne-skupaj,2000,Trdna goriva,-6833
Transformacija-elektrarne-skupaj,2000,Zemeljski plin,-34
Transformacija-plinarne,2000,Električna energija,
Transformacija-plinarne,2000,Energetski viri-SKUPAJ,0
Transformacija-plinarne,2000,"Geoterm., sončna itd.",
Transformacija-plinarne,2000,Hidro energija,
Transformacija-plinarne,2000,Naftni proizvodi,
Transformacija-plinarne,2000,Nuklearna energija,
Transformacija-plinarne,2000,Obnovljivi viri in odpadki,
Transformacija-plinarne,2000,Surova nafta,
Transformacija-plinarne,2000,Toplota,
Transformacija-plinarne,2000,Trdna goriva,
Transformacija-plinarne,2000,Zemeljski plin,
Transformacija-predelava premoga,2000,Električna energija,
Transformacija-predelava premoga,2000,Energetski viri-SKUPAJ,0
Transformacija-predelava premoga,2000,"Geoterm., sončna itd.",
Transformacija-predelava premoga,2000,Hidro energija,
Transformacija-predelava premoga,2000,Naftni proizvodi,
Transformacija-predelava premoga,2000,Nuklearna energija,
Transformacija-predelava premoga,2000,Obnovljivi viri in odpadki,
Transformacija-predelava premoga,2000,Surova nafta,
Transformacija-predelava premoga,2000,Toplota,
Transformacija-predelava premoga,2000,Trdna goriva,
Transformacija-predelava premoga,2000,Zemeljski plin,
Transformacija-rafinerije,2000,Električna energija,
Transformacija-rafinerije,2000,Energetski viri-SKUPAJ,-500
Transformacija-rafinerije,2000,"Geoterm., sončna itd.",
Transformacija-rafinerije,2000,Hidro energija,
Transformacija-rafinerije,2000,Naftni proizvodi,6906
Transformacija-rafinerije,2000,Nuklearna energija,
Transformacija-rafinerije,2000,Obnovljivi viri in odpadki,
Transformacija-rafinerije,2000,Surova nafta,-7406
Transformacija-rafinerije,2000,Toplota,
Transformacija-rafinerije,2000,Trdna goriva,
Transformacija-rafinerije,2000,Zemeljski plin,0
Transformacija-skupaj,2000,Električna energija,49046
Transformacija-skupaj,2000,Energetski viri-SKUPAJ,-68510
Transformacija-skupaj,2000,"Geoterm., sončna itd.",0
Transformacija-skupaj,2000,Hidro energija,-13804
Transformacija-skupaj,2000,Naftni proizvodi,6232
Transformacija-skupaj,2000,Nuklearna energija,-51938
Transformacija-skupaj,2000,Obnovljivi viri in odpadki,-986
Transformacija-skupaj,2000,Surova nafta,-7406
Transformacija-skupaj,2000,Toplota,9389
Transformacija-skupaj,2000,Trdna goriva,-53453
Transformacija-skupaj,2000,Zemeljski plin,-5589
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2000,Električna energija,14141
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2000,Energetski viri-SKUPAJ,-26727
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2000,"Geoterm., sončna itd.",
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2000,Hidro energija,
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2000,Naftni proizvodi,-67
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2000,Nuklearna energija,
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2000,Obnovljivi viri in odpadki,0
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2000,Surova nafta,
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2000,Toplota,5505
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2000,Trdna goriva,-46306
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2000,Zemeljski plin,0
Transformacija-termoelektrarne toplarne-samoproizvajalci,2000,Električna energija,1620
Transformacija-termoelektrarne toplarne-samoproizvajalci,2000,Energetski viri-SKUPAJ,-1305
Transformacija-termoelektrarne toplarne-samoproizvajalci,2000,"Geoterm., sončna itd.",
Transformacija-termoelektrarne toplarne-samoproizvajalci,2000,Hidro energija,
Transformacija-termoelektrarne toplarne-samoproizvajalci,2000,Naftni proizvodi,-340
Transformacija-termoelektrarne toplarne-samoproizvajalci,2000,Nuklearna energija,
Transformacija-termoelektrarne toplarne-samoproizvajalci,2000,Obnovljivi viri in odpadki,-645
Transformacija-termoelektrarne toplarne-samoproizvajalci,2000,Surova nafta,
Transformacija-termoelektrarne toplarne-samoproizvajalci,2000,Toplota,931
Transformacija-termoelektrarne toplarne-samoproizvajalci,2000,Trdna goriva,-315
Transformacija-termoelektrarne toplarne-samoproizvajalci,2000,Zemeljski plin,-2556
Transformacija-termoelektrarne toplarne-skupaj,2000,Električna energija,15761
Transformacija-termoelektrarne toplarne-skupaj,2000,Energetski viri-SKUPAJ,-28032
Transformacija-termoelektrarne toplarne-skupaj,2000,"Geoterm., sončna itd.",0
Transformacija-termoelektrarne toplarne-skupaj,2000,Hidro energija,0
Transformacija-termoelektrarne toplarne-skupaj,2000,Naftni proizvodi,-407
Transformacija-termoelektrarne toplarne-skupaj,2000,Nuklearna energija,0
Transformacija-termoelektrarne toplarne-skupaj,2000,Obnovljivi viri in odpadki,-645
Transformacija-termoelektrarne toplarne-skupaj,2000,Surova nafta,0
Transformacija-termoelektrarne toplarne-skupaj,2000,Toplota,6436
Transformacija-termoelektrarne toplarne-skupaj,2000,Trdna goriva,-46621
Transformacija-termoelektrarne toplarne-skupaj,2000,Zemeljski plin,-2556
Transformacija-toplarne,2000,Električna energija,
Transformacija-toplarne,2000,Energetski viri-SKUPAJ,-569
Transformacija-toplarne,2000,"Geoterm., sončna itd.",0
Transformacija-toplarne,2000,Hidro energija,
Transformacija-toplarne,2000,Naftni proizvodi,-182
Transformacija-toplarne,2000,Nuklearna energija,
Transformacija-toplarne,2000,Obnovljivi viri in odpadki,-341
Transformacija-toplarne,2000,Surova nafta,
Transformacija-toplarne,2000,Toplota,2953
Transformacija-toplarne,2000,Trdna goriva,0
Transformacija-toplarne,2000,Zemeljski plin,-2999
Transformacija-utekočinjanje,2000,Električna energija,
Transformacija-utekočinjanje,2000,Energetski viri-SKUPAJ,0
Transformacija-utekočinjanje,2000,"Geoterm., sončna itd.",
Transformacija-utekočinjanje,2000,Hidro energija,
Transformacija-utekočinjanje,2000,Naftni proizvodi,
Transformacija-utekočinjanje,2000,Nuklearna energija,
Transformacija-utekočinjanje,2000,Obnovljivi viri in odpadki,
Transformacija-utekočinjanje,2000,Surova nafta,
Transformacija-utekočinjanje,2000,Toplota,
Transformacija-utekočinjanje,2000,Trdna goriva,
Transformacija-utekočinjanje,2000,Zemeljski plin,
Uvoz,2000,Električna energija,15235
Uvoz,2000,Energetski viri-SKUPAJ,167127
Uvoz,2000,"Geoterm., sončna itd.",
Uvoz,2000,Hidro energija,
Uvoz,2000,Naftni proizvodi,100687
Uvoz,2000,Nuklearna energija,
Uvoz,2000,Obnovljivi viri in odpadki,0
Uvoz,2000,Surova nafta,6705
Uvoz,2000,Toplota,
Uvoz,2000,Trdna goriva,10182
Uvoz,2000,Zemeljski plin,34319
Domača proizvodnja,2001,Električna energija,
Domača proizvodnja,2001,Energetski viri-SKUPAJ,143056
Domača proizvodnja,2001,"Geoterm., sončna itd.",229
Domača proizvodnja,2001,Hidro energija,13666
Domača proizvodnja,2001,Naftni proizvodi,0
Domača proizvodnja,2001,Nuklearna energija,57349
Domača proizvodnja,2001,Obnovljivi viri in odpadki,27257
Domača proizvodnja,2001,Surova nafta,37
Domača proizvodnja,2001,Toplota,
Domača proizvodnja,2001,Trdna goriva,44314
Domača proizvodnja,2001,Zemeljski plin,204
Izvoz,2001,Električna energija,-17734
Izvoz,2001,Energetski viri-SKUPAJ,-24824
Izvoz,2001,"Geoterm., sončna itd.",
Izvoz,2001,Hidro energija,
Izvoz,2001,Naftni proizvodi,-6512
Izvoz,2001,Nuklearna energija,
Izvoz,2001,Obnovljivi viri in odpadki,0
Izvoz,2001,Surova nafta,-34
Izvoz,2001,Toplota,
Izvoz,2001,Trdna goriva,-545
Izvoz,2001,Zemeljski plin,0
Končna poraba,2001,Električna energija,39928
Končna poraba,2001,Energetski viri-SKUPAJ,205043
Končna poraba,2001,"Geoterm., sončna itd.",229
Končna poraba,2001,Hidro energija,0
Končna poraba,2001,Naftni proizvodi,97520
Končna poraba,2001,Nuklearna energija,0
Končna poraba,2001,Obnovljivi viri in odpadki,26219
Končna poraba,2001,Surova nafta,0
Končna poraba,2001,Toplota,8258
Končna poraba,2001,Trdna goriva,2797
Končna poraba,2001,Zemeljski plin,30093
Končna poraba-Drugi porabniki,2001,Električna energija,8453
Končna poraba-Drugi porabniki,2001,Energetski viri-SKUPAJ,32794
Končna poraba-Drugi porabniki,2001,"Geoterm., sončna itd.",0
Končna poraba-Drugi porabniki,2001,Hidro energija,
Končna poraba-Drugi porabniki,2001,Naftni proizvodi,16956
Končna poraba-Drugi porabniki,2001,Nuklearna energija,
Končna poraba-Drugi porabniki,2001,Obnovljivi viri in odpadki,128
Končna poraba-Drugi porabniki,2001,Surova nafta,
Končna poraba-Drugi porabniki,2001,Toplota,3915
Končna poraba-Drugi porabniki,2001,Trdna goriva,2
Končna poraba-Drugi porabniki,2001,Zemeljski plin,3340
Končna poraba-Energetski sektor,2001,Električna energija,590
Končna poraba-Energetski sektor,2001,Energetski viri-SKUPAJ,795
Končna poraba-Energetski sektor,2001,"Geoterm., sončna itd.",0
Končna poraba-Energetski sektor,2001,Hidro energija,
Končna poraba-Energetski sektor,2001,Naftni proizvodi,0
Končna poraba-Energetski sektor,2001,Nuklearna energija,
Končna poraba-Energetski sektor,2001,Obnovljivi viri in odpadki,0
Končna poraba-Energetski sektor,2001,Surova nafta,
Končna poraba-Energetski sektor,2001,Toplota,0
Končna poraba-Energetski sektor,2001,Trdna goriva,0
Končna poraba-Energetski sektor,2001,Zemeljski plin,204
Končna poraba-Gospodinjstva,2001,Električna energija,9630
Končna poraba-Gospodinjstva,2001,Energetski viri-SKUPAJ,55977
Končna poraba-Gospodinjstva,2001,"Geoterm., sončna itd.",229
Končna poraba-Gospodinjstva,2001,Hidro energija,
Končna poraba-Gospodinjstva,2001,Naftni proizvodi,15222
Končna poraba-Gospodinjstva,2001,Nuklearna energija,
Končna poraba-Gospodinjstva,2001,Obnovljivi viri in odpadki,23412
Končna poraba-Gospodinjstva,2001,Surova nafta,
Končna poraba-Gospodinjstva,2001,Toplota,4343
Končna poraba-Gospodinjstva,2001,Trdna goriva,551
Končna poraba-Gospodinjstva,2001,Zemeljski plin,2590
Končna poraba-Kmetijstvo in gozdarstvo,2001,Električna energija,0
Končna poraba-Kmetijstvo in gozdarstvo,2001,Energetski viri-SKUPAJ,3201
Končna poraba-Kmetijstvo in gozdarstvo,2001,"Geoterm., sončna itd.",0
Končna poraba-Kmetijstvo in gozdarstvo,2001,Hidro energija,
Končna poraba-Kmetijstvo in gozdarstvo,2001,Naftni proizvodi,3201
Končna poraba-Kmetijstvo in gozdarstvo,2001,Nuklearna energija,
Končna poraba-Kmetijstvo in gozdarstvo,2001,Obnovljivi viri in odpadki,0
Končna poraba-Kmetijstvo in gozdarstvo,2001,Surova nafta,
Končna poraba-Kmetijstvo in gozdarstvo,2001,Toplota,0
Končna poraba-Kmetijstvo in gozdarstvo,2001,Trdna goriva,0
Končna poraba-Kmetijstvo in gozdarstvo,2001,Zemeljski plin,0
Končna poraba-Neenergetska raba,2001,Električna energija,
Končna poraba-Neenergetska raba,2001,Energetski viri-SKUPAJ,5110
Končna poraba-Neenergetska raba,2001,"Geoterm., sončna itd.",
Končna poraba-Neenergetska raba,2001,Hidro energija,
Končna poraba-Neenergetska raba,2001,Naftni proizvodi,231
Končna poraba-Neenergetska raba,2001,Nuklearna energija,
Končna poraba-Neenergetska raba,2001,Obnovljivi viri in odpadki,
Končna poraba-Neenergetska raba,2001,Surova nafta,
Končna poraba-Neenergetska raba,2001,Toplota,
Končna poraba-Neenergetska raba,2001,Trdna goriva,109
Končna poraba-Neenergetska raba,2001,Zemeljski plin,4771
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2001,Električna energija,20333
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2001,Energetski viri-SKUPAJ,53467
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2001,"Geoterm., sončna itd.",0
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2001,Hidro energija,
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2001,Naftni proizvodi,9139
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2001,Nuklearna energija,
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2001,Obnovljivi viri in odpadki,2679
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2001,Surova nafta,
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2001,Toplota,0
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2001,Trdna goriva,2129
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2001,Zemeljski plin,19187
Končna poraba-Promet,2001,Električna energija,922
Končna poraba-Promet,2001,Energetski viri-SKUPAJ,53699
Končna poraba-Promet,2001,"Geoterm., sončna itd.",
Končna poraba-Promet,2001,Hidro energija,
Končna poraba-Promet,2001,Naftni proizvodi,52771
Končna poraba-Promet,2001,Nuklearna energija,
Končna poraba-Promet,2001,Obnovljivi viri in odpadki,0
Končna poraba-Promet,2001,Surova nafta,
Končna poraba-Promet,2001,Toplota,
Končna poraba-Promet,2001,Trdna goriva,6
Končna poraba-Promet,2001,Zemeljski plin,0
Lastna raba in izgube,2001,Električna energija,-5774
Lastna raba in izgube,2001,Energetski viri-SKUPAJ,-6903
Lastna raba in izgube,2001,"Geoterm., sončna itd.",
Lastna raba in izgube,2001,Hidro energija,
Lastna raba in izgube,2001,Naftni proizvodi,
Lastna raba in izgube,2001,Nuklearna energija,
Lastna raba in izgube,2001,Obnovljivi viri in odpadki,
Lastna raba in izgube,2001,Surova nafta,0
Lastna raba in izgube,2001,Toplota,-1129
Lastna raba in izgube,2001,Trdna goriva,
Lastna raba in izgube,2001,Zemeljski plin,
Medn. pomorska skladiča,2001,Električna energija,
Medn. pomorska skladiča,2001,Energetski viri-SKUPAJ,0
Medn. pomorska skladiča,2001,"Geoterm., sončna itd.",
Medn. pomorska skladiča,2001,Hidro energija,
Medn. pomorska skladiča,2001,Naftni proizvodi,0
Medn. pomorska skladiča,2001,Nuklearna energija,
Medn. pomorska skladiča,2001,Obnovljivi viri in odpadki,0
Medn. pomorska skladiča,2001,Surova nafta,
Medn. pomorska skladiča,2001,Toplota,
Medn. pomorska skladiča,2001,Trdna goriva,
Medn. pomorska skladiča,2001,Zemeljski plin,
Oskrba z energijo,2001,Električna energija,-6379
Oskrba z energijo,2001,Energetski viri-SKUPAJ,287675
Oskrba z energijo,2001,"Geoterm., sončna itd.",229
Oskrba z energijo,2001,Hidro energija,13666
Oskrba z energijo,2001,Naftni proizvodi,98982
Oskrba z energijo,2001,Nuklearna energija,57349
Oskrba z energijo,2001,Obnovljivi viri in odpadki,27257
Oskrba z energijo,2001,Surova nafta,245
Oskrba z energijo,2001,Toplota,0
Oskrba z energijo,2001,Trdna goriva,60748
Oskrba z energijo,2001,Zemeljski plin,35580
Reklasifikacije,2001,Električna energija,
Reklasifikacije,2001,Energetski viri-SKUPAJ,
Reklasifikacije,2001,"Geoterm., sončna itd.",
Reklasifikacije,2001,Hidro energija,
Reklasifikacije,2001,Naftni proizvodi,
Reklasifikacije,2001,Nuklearna energija,
Reklasifikacije,2001,Obnovljivi viri in odpadki,
Reklasifikacije,2001,Surova nafta,
Reklasifikacije,2001,Toplota,
Reklasifikacije,2001,Trdna goriva,
Reklasifikacije,2001,Zemeljski plin,
Spremembe zalog,2001,Električna energija,
Spremembe zalog,2001,Energetski viri-SKUPAJ,9758
Spremembe zalog,2001,"Geoterm., sončna itd.",
Spremembe zalog,2001,Hidro energija,
Spremembe zalog,2001,Naftni proizvodi,2111
Spremembe zalog,2001,Nuklearna energija,
Spremembe zalog,2001,Obnovljivi viri in odpadki,0
Spremembe zalog,2001,Surova nafta,1
Spremembe zalog,2001,Toplota,
Spremembe zalog,2001,Trdna goriva,7647
Spremembe zalog,2001,Zemeljski plin,
Statistične razlike,2001,Električna energija,0
Statistične razlike,2001,Energetski viri-SKUPAJ,484
Statistične razlike,2001,"Geoterm., sončna itd.",0
Statistične razlike,2001,Hidro energija,0
Statistične razlike,2001,Naftni proizvodi,-19
Statistične razlike,2001,Nuklearna energija,0
Statistične razlike,2001,Obnovljivi viri in odpadki,18
Statistične razlike,2001,Surova nafta,-4
Statistične razlike,2001,Toplota,0
Statistične razlike,2001,Trdna goriva,489
Statistične razlike,2001,Zemeljski plin,0
Transformacija-elektrarne-male HE,2001,Električna energija,392
Transformacija-elektrarne-male HE,2001,Energetski viri-SKUPAJ,0
Transformacija-elektrarne-male HE,2001,"Geoterm., sončna itd.",
Transformacija-elektrarne-male HE,2001,Hidro energija,-392
Transformacija-elektrarne-male HE,2001,Naftni proizvodi,
Transformacija-elektrarne-male HE,2001,Nuklearna energija,
Transformacija-elektrarne-male HE,2001,Obnovljivi viri in odpadki,
Transformacija-elektrarne-male HE,2001,Surova nafta,
Transformacija-elektrarne-male HE,2001,Toplota,
Transformacija-elektrarne-male HE,2001,Trdna goriva,
Transformacija-elektrarne-male HE,2001,Zemeljski plin,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2001,Električna energija,34459
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2001,Energetski viri-SKUPAJ,-43692
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2001,"Geoterm., sončna itd.",0
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2001,Hidro energija,-12913
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2001,Naftni proizvodi,-954
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2001,Nuklearna energija,-57349
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2001,Obnovljivi viri in odpadki,0
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2001,Surova nafta,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2001,Toplota,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2001,Trdna goriva,-6492
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2001,Zemeljski plin,-443
Transformacija-elektrarne-samoproizvajalci,2001,Električna energija,360
Transformacija-elektrarne-samoproizvajalci,2001,Energetski viri-SKUPAJ,0
Transformacija-elektrarne-samoproizvajalci,2001,"Geoterm., sončna itd.",0
Transformacija-elektrarne-samoproizvajalci,2001,Hidro energija,-360
Transformacija-elektrarne-samoproizvajalci,2001,Naftni proizvodi,0
Transformacija-elektrarne-samoproizvajalci,2001,Nuklearna energija,
Transformacija-elektrarne-samoproizvajalci,2001,Obnovljivi viri in odpadki,0
Transformacija-elektrarne-samoproizvajalci,2001,Surova nafta,
Transformacija-elektrarne-samoproizvajalci,2001,Toplota,
Transformacija-elektrarne-samoproizvajalci,2001,Trdna goriva,0
Transformacija-elektrarne-samoproizvajalci,2001,Zemeljski plin,0
Transformacija-elektrarne-skupaj,2001,Električna energija,35212
Transformacija-elektrarne-skupaj,2001,Energetski viri-SKUPAJ,-43692
Transformacija-elektrarne-skupaj,2001,"Geoterm., sončna itd.",0
Transformacija-elektrarne-skupaj,2001,Hidro energija,-13666
Transformacija-elektrarne-skupaj,2001,Naftni proizvodi,-954
Transformacija-elektrarne-skupaj,2001,Nuklearna energija,-57349
Transformacija-elektrarne-skupaj,2001,Obnovljivi viri in odpadki,0
Transformacija-elektrarne-skupaj,2001,Surova nafta,0
Transformacija-elektrarne-skupaj,2001,Toplota,0
Transformacija-elektrarne-skupaj,2001,Trdna goriva,-6492
Transformacija-elektrarne-skupaj,2001,Zemeljski plin,-443
Transformacija-plinarne,2001,Električna energija,
Transformacija-plinarne,2001,Energetski viri-SKUPAJ,0
Transformacija-plinarne,2001,"Geoterm., sončna itd.",
Transformacija-plinarne,2001,Hidro energija,
Transformacija-plinarne,2001,Naftni proizvodi,
Transformacija-plinarne,2001,Nuklearna energija,
Transformacija-plinarne,2001,Obnovljivi viri in odpadki,
Transformacija-plinarne,2001,Surova nafta,
Transformacija-plinarne,2001,Toplota,
Transformacija-plinarne,2001,Trdna goriva,
Transformacija-plinarne,2001,Zemeljski plin,
Transformacija-predelava premoga,2001,Električna energija,
Transformacija-predelava premoga,2001,Energetski viri-SKUPAJ,0
Transformacija-predelava premoga,2001,"Geoterm., sončna itd.",
Transformacija-predelava premoga,2001,Hidro energija,
Transformacija-predelava premoga,2001,Naftni proizvodi,
Transformacija-predelava premoga,2001,Nuklearna energija,
Transformacija-predelava premoga,2001,Obnovljivi viri in odpadki,
Transformacija-predelava premoga,2001,Surova nafta,
Transformacija-predelava premoga,2001,Toplota,
Transformacija-predelava premoga,2001,Trdna goriva,
Transformacija-predelava premoga,2001,Zemeljski plin,
Transformacija-rafinerije,2001,Električna energija,
Transformacija-rafinerije,2001,Energetski viri-SKUPAJ,-249
Transformacija-rafinerije,2001,"Geoterm., sončna itd.",
Transformacija-rafinerije,2001,Hidro energija,
Transformacija-rafinerije,2001,Naftni proizvodi,0
Transformacija-rafinerije,2001,Nuklearna energija,
Transformacija-rafinerije,2001,Obnovljivi viri in odpadki,
Transformacija-rafinerije,2001,Surova nafta,-249
Transformacija-rafinerije,2001,Toplota,
Transformacija-rafinerije,2001,Trdna goriva,
Transformacija-rafinerije,2001,Zemeljski plin,0
Transformacija-skupaj,2001,Električna energija,52081
Transformacija-skupaj,2001,Energetski viri-SKUPAJ,-75245
Transformacija-skupaj,2001,"Geoterm., sončna itd.",0
Transformacija-skupaj,2001,Hidro energija,-13666
Transformacija-skupaj,2001,Naftni proizvodi,-1481
Transformacija-skupaj,2001,Nuklearna energija,-57349
Transformacija-skupaj,2001,Obnovljivi viri in odpadki,-1020
Transformacija-skupaj,2001,Surova nafta,-249
Transformacija-skupaj,2001,Toplota,9387
Transformacija-skupaj,2001,Trdna goriva,-57461
Transformacija-skupaj,2001,Zemeljski plin,-5487
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2001,Električna energija,15343
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2001,Energetski viri-SKUPAJ,-29532
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2001,"Geoterm., sončna itd.",
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2001,Hidro energija,
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2001,Naftni proizvodi,-40
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2001,Nuklearna energija,
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2001,Obnovljivi viri in odpadki,0
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2001,Surova nafta,
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2001,Toplota,5798
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2001,Trdna goriva,-50634
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2001,Zemeljski plin,0
Transformacija-termoelektrarne toplarne-samoproizvajalci,2001,Električna energija,1526
Transformacija-termoelektrarne toplarne-samoproizvajalci,2001,Energetski viri-SKUPAJ,-1456
Transformacija-termoelektrarne toplarne-samoproizvajalci,2001,"Geoterm., sončna itd.",
Transformacija-termoelektrarne toplarne-samoproizvajalci,2001,Hidro energija,
Transformacija-termoelektrarne toplarne-samoproizvajalci,2001,Naftni proizvodi,-357
Transformacija-termoelektrarne toplarne-samoproizvajalci,2001,Nuklearna energija,
Transformacija-termoelektrarne toplarne-samoproizvajalci,2001,Obnovljivi viri in odpadki,-667
Transformacija-termoelektrarne toplarne-samoproizvajalci,2001,Surova nafta,
Transformacija-termoelektrarne toplarne-samoproizvajalci,2001,Toplota,627
