Day_of_year,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
176,290.484543327726,290.2930528240677,289.36070043011443,289.7667770995067,291.38699118897614,291.58267866137044,291.5848735410058,288.400499059253,289.57249601411445,293.47196403076896,290.7963312893868,292.3110688551477,290.6158506787089,290.50262912976336,290.0541174921883,290.36221791957297,291.5201313392412,291.16958040908486,290.8296995607932,290.35812960316423,290.89670021727386,288.7886530846896,291.6612765234827,291.3745473161772,290.02282126043065,290.3454604339279,290.95936523540126,290.61486763811854,290.22245628866847,290.6686547861825,290.0845836560834,290.87652462177186,290.96434165309984,289.61103635437604,290.284773272995,291.00319291604274,290.37560454052306,289.3683354176108,291.07122941275713,289.14204825569277,290.78460407297166,291.68185653141336,291.57375603475805,289.40339250793073,290.23692953551506,290.0397220850492,291.4297391579601,290.9006644493895,290.19761536491177,289.7434899553425,291.054805593663,290.87043732061466,291.227781638121,292.0648753425563,291.5950371516558,290.63527852299336,290.57923811551353,291.8821155472732,291.7870437731108,291.3857103614759,291.2462889008684,292.5069771342139,294.28584504418137,290.95707567302355,291.6368811384075,292.43037490876793,292.7420459697606,292.4414925304668,291.3183189157981,293.12460466972567,292.0996289247222,293.02003954277666,291.8429452672432,291.6278479481104,293.5984460254235,292.69435739857954,293.78629425164286,292.6728204420105,293.6472511628237,291.1087613516668,293.3307133498639,294.01679975358115,
177,290.60941501022535,290.38594860126614,289.4641667318324,289.85562762356244,291.52963871292434,291.6994311672241,291.6832648041169,288.4486467923473,289.6507270367219,293.5299875035713,290.7570490602587,292.4039762031135,290.6442447644715,290.5590783111585,290.06913350038343,290.41244763393973,291.71203066812643,291.12707466936854,290.9189918008157,290.44397289505423,290.95891191018336,288.95909196261147,291.76810518499684,291.4617011578157,290.0838880118025,290.39182244613926,291.03714376660446,290.63632402263704,290.31788398579124,290.7306815264054,290.1889738104533,290.8919227731584,290.9749409762587,289.64886811983195,290.30281851320717,291.0080709822191,290.3662304872222,289.4621300330529,291.1000300275523,289.2603229203611,290.7216466171694,291.71550341201663,291.7826517304737,289.4581662499138,290.3018629756381,290.0513063088442,291.4296151249787,291.0249969880087,290.2507902885395,289.8342470391151,291.15196622485325,291.003319976409,291.13544844137914,292.14842642952084,291.6673807318144,290.68270693150026,290.6815168870603,292.00414854340715,291.80823524863143,291.42689126116136,291.3109487859879,292.5299274818193,294.3515237084253,291.0497277329178,291.6913963212041,292.56868034192826,292.7376096195511,292.47548528978336,291.2497406198278,293.10023890427556,292.04407658041805,293.12386110040416,292.09174247186894,291.6754410155634,293.6422166988699,292.76374920159145,293.7861333640998,292.7027415483626,293.77261235805156,291.2179691143124,293.4989375418703,294.0760656086624,
178,290.7180122802016,290.4462158408371,289.52805891834726,289.9410837950352,291.678668913294,291.85071207425733,291.779801858178,288.52000385555414,289.78097557269916,293.62486857814724,290.74264936860044,292.5427851185873,290.70341161380753,290.6320546788796,290.06684922310126,290.46394701553226,291.9164392151418,291.10155683006747,291.0131742550376,290.53602203074104,291.03266301902715,289.16013938130925,291.74812288031757,291.5522377812697,290.1531103967168,290.47101940974414,291.10482396834936,290.592802018065,290.42454258781265,290.8433000356924,290.3385114697861,290.9422828190063,290.9774366060492,289.68801149975206,290.33487771007384,291.09483285449346,290.47467466901963,289.574642955881,291.11384885899406,289.3195534858848,290.7170277900584,291.70927183544904,292.0397306412596,289.49786258936433,290.3579401607121,290.0773048481053,291.41404822254543,291.1767070268372,290.3230370565241,289.9546586397868,291.2572585527212,291.15412249250437,291.08382367987554,292.2875436251281,291.7556985644244,290.7766685020829,290.76100056709583,292.11845670542135,291.8618450124708,291.46749312219225,291.35845083947845,292.5693340133148,294.45106612177847,291.07427316595897,291.7338043507932,292.67620241566834,292.81481736044066,292.4740652025823,291.324260774206,293.08814964599094,292.0185722232417,293.2554165558337,292.3098550021223,291.7320682738899,293.71777818382367,292.8005234989713,293.78313399543777,292.73109253237556,293.92218165098996,291.34082918940794,293.6360259791691,294.09393272063176,
179,290.7524525152129,290.4441327178814,289.60030966298126,290.01761410726425,291.806724532305,291.9881424392758,291.85521983739557,288.5749670528173,289.90345381247295,293.74418822934325,290.7543787016193,292.63611817329854,290.84640613249644,290.7050128309804,290.1215153903007,290.49778619920977,292.01273459153504,291.1167591507067,291.1551693775615,290.563542715989,291.12359988584194,289.25203322241816,291.72129237466424,291.64313053293057,290.26011436433544,290.5324583370278,291.1513240729224,290.5603675794181,290.5260154336077,291.00338247394603,290.49732313761444,291.0601608064707,290.9780279081777,289.7723207028787,290.3724471962517,291.17757988857994,290.5583402450068,289.69083034135355,291.1177785840542,289.4289988212698,290.77361759091184,291.68878733124643,292.2740028897671,289.5550445261599,290.4205215537483,290.1055193432443,291.4483013369547,291.28969730154313,290.36996075123886,290.09404241201906,291.3280247627762,291.27518174827674,291.0984502458032,292.39729520101014,291.78717856870173,290.90668940694457,290.9088118089353,292.14804767289553,291.89031430822104,291.466556916271,291.3699500912526,292.6901430608646,294.5042994508427,291.15118604470024,291.7806723595868,292.7592230432422,292.9437628509919,292.4687975145479,291.4052414062295,293.1240459761233,292.096101508315,293.4057094707064,292.52976668407155,291.82095193241565,293.8116590669046,292.79537644452444,293.8246823247114,292.76963324464634,293.97886926459387,291.51122874981115,293.79451757802235,294.24415296544146,
180,290.79457644526326,290.38943371125356,289.683262315504,290.08008574477367,291.8563877537051,292.0665609416665,291.9396396426906,288.6376456813484,290.01052447235253,293.84739631822805,290.79606244222316,292.65750739092385,291.0031145760471,290.7392034606805,290.22326622955336,290.5417403373061,292.10372257753806,291.20428524522436,291.2913148999465,290.58138964966895,291.1235402617549,289.2735593522382,291.7341894315741,291.7188595887642,290.37728677872303,290.6433460545069,291.18037580672114,290.56291729164207,290.57803520468815,291.16460715987796,290.62880333174473,291.12232535684143,290.97123784325413,289.85949236247257,290.4201066994076,291.22781213004333,290.63347983310183,289.7912982108464,291.1134744638553,289.5450753608438,290.8239865393236,291.74793511832047,292.42535742895603,289.66319575716636,290.5227633424545,290.1725979292278,291.5070146943101,291.3978879526915,290.42000434557997,290.2953415526318,291.4130149094084,291.35825686877695,291.1747627402615,292.5036066158723,291.75185036067955,291.0390519811206,291.00853228639187,292.2072176650674,291.89551182763324,291.5358810264456,291.3694208120288,292.7694834660662,294.5031416685755,291.22171873563275,291.8220417396318,292.9291632621415,293.10418017444715,292.48526960503614,291.54916274081563,293.13306689011847,292.13916125944957,293.50259248044824,292.7172314971373,291.8943331871979,293.849631169605,292.84300450649323,293.87289320956563,292.841654780333,294.1287113172059,291.6873664871992,293.9569569764492,294.4689188408421,
181,290.8055544865637,290.43613050604324,289.78916500776245,290.1116001021717,291.90194477660157,292.09164092619915,292.07252858415677,288.7435768387206,290.0803231892339,293.8873935874243,290.8793985078995,292.7007648713351,291.1644400892863,290.7355037398978,290.29988067998966,290.59631568296163,292.2053062820595,291.2929602835849,291.430741838068,290.64518122695085,291.13927005288383,289.3300509170205,291.7772760699907,291.76929021372723,290.475904980243,290.7374182272579,291.2498732859871,290.60623870631537,290.5855023519188,291.31470065219105,290.7762679636804,291.1524159326028,290.99114591286633,289.92489294346365,290.4706986095786,291.2429195242101,290.70916296504737,289.86995306732575,291.1381386191267,289.66134769268126,290.86311384588294,291.84108493928403,292.5591774708386,289.8329437371311,290.60593723779766,290.35618857487555,291.5929288731848,291.4423335405296,290.46779003680484,290.4832774319034,291.50451719164596,291.4585634402339,291.25740140423454,292.6551021337008,291.7827782777239,291.10794366272927,291.1112826244327,292.28824320757474,291.86803324355856,291.59799989665845,291.3749398243132,292.84996696558756,294.49741534457183,291.27540323482737,291.86629167631327,293.17740567284704,293.1633763740223,292.5165810891689,291.7546635066927,293.1227662133389,292.1376650258241,293.55474525121343,292.90532201676376,291.9761833457097,293.8240980394451,292.9500360156168,293.89959475632327,292.91999045296245,294.31738236352345,291.8741280746941,294.1506602931494,294.60858993241646,
182,290.822986039959,290.4557189171732,289.90506456077674,290.10228882862174,291.9637110206248,292.1665064718303,292.14775019385525,288.8772070661419,290.1443257213591,293.9316720533592,290.9920538332644,292.72599254349996,291.2873958733564,290.7303295800946,290.41673128080754,290.61274146472476,292.284221711706,291.3882865376611,291.49728957982364,290.7077217118086,291.13608661666046,289.36011815882875,291.8456012971164,291.8112687395119,290.5983530872757,290.80708629196056,291.43579064361586,290.69168343529975,290.6004844559697,291.4392082147009,290.8735951908299,291.1985957116428,291.0048711647653,290.0015632850676,290.5380530724159,291.30679819011647,290.7902935295859,289.92086917705626,291.16042159514654,289.81423861682794,290.8932156588862,291.86918604859994,292.6761621360571,289.97090783265526,290.6345305152178,290.5433012876956,291.63415084781144,291.4860706946689,290.51290130294535,290.6254570581373,291.5658619364754,291.58074221264275,291.35271713943126,292.8025050377736,291.86991671305236,291.13603647239273,291.2578157198034,292.36942047850334,291.80208796420584,291.66044338975144,291.46030968966335,292.90217647416193,294.4603614117629,291.3545502465831,291.9555508460053,293.4028654479339,293.16787570922907,292.57382633165935,291.92373010700317,293.2160941882011,292.132248405851,293.61542182912746,293.1118206779413,292.08623562043533,293.83349550366654,293.056884765625,293.9506850048192,292.9935590207652,294.4513394587077,292.08092660090165,294.3051719457074,294.703451739484,
183,290.8282787552297,290.5150806864754,289.9977210206413,290.0682083521134,292.0023543945928,292.25458697543115,292.2107485193523,288.981635178273,290.2543458878468,294.00834040663835,291.10810292112876,292.7639720094159,291.38156777021516,290.76018282684674,290.5469464770682,290.6834016008606,292.33429715772695,291.4903867833,291.55646801275486,290.7389391032825,291.1493663298778,289.44560772132957,291.96043758384315,291.84583821563274,290.6280203422813,290.8890328649816,291.60862966042805,290.80289918788094,290.65800635781596,291.53907394248836,290.9668431324135,291.2932679736349,291.00920925324783,290.1136777604413,290.6300677908424,291.319294965182,290.8937116753609,289.9677635856715,291.19148145998764,289.97234026029764,290.9226754610656,291.8912323626614,292.7724095232701,290.0566675892494,290.6530407412106,290.7553294287253,291.7094937324925,291.63775020309134,290.4805192149653,290.7414308462187,291.59470757720555,291.7106577747757,291.3801374976602,292.90035278269005,292.0120413332438,291.1600324864045,291.298475678401,292.45593565740023,291.76899249095686,291.725329405122,291.61134199196175,292.9499663216269,294.49492307569164,291.4594961954497,292.04878733227264,293.5615938370245,293.1974932432876,292.60667245615525,292.0671973723531,293.32117499679816,292.1380595351128,293.6931223025489,293.29646162086794,292.20828773014284,293.83277887293855,293.11220197449114,294.042832132847,293.06986321557116,294.51679185159367,292.2180771765562,294.39468184956587,294.7678364148006,
184,290.83556694040385,290.5861027746854,290.1194568840883,290.0626190942393,292.0215504900053,292.2846056636315,292.24771045045026,289.1153855261656,290.38480439091893,294.1191143021457,291.249492541037,292.7919793082867,291.4722042717118,290.8227243122808,290.6646031447447,290.7396706528602,292.3716643350673,291.56949727401957,291.58967036808076,290.7331653416984,291.19810222226465,289.63710578062194,292.0970203452573,291.8227492240659,290.64756489481533,290.95829324614056,291.74097829067495,290.9233073378471,290.78130170927176,291.6604126284432,291.06609041423246,291.4120253778998,290.99296684633936,290.23092789908526,290.77599684597817,291.37332372677434,290.96828613024695,290.00506884273034,291.21352654257055,290.1051680126728,290.96452043556576,291.9064862771213,292.8110654044422,290.1055163030316,290.6599893076874,290.92989695397887,291.75453436820635,291.77901236496837,290.4479713776674,290.8437719870235,291.6575651293094,291.78401724778087,291.40528622691795,292.95591617181753,292.10615465790346,291.19248339607714,291.36979215412697,292.55408489649017,291.717921676732,291.78669463611044,291.7846333462433,293.03888797639746,294.6005373069247,291.56864969607113,292.13148960981016,293.6851619096702,293.2537760339699,292.63953511581644,292.21021957365394,293.47269595235576,292.16286844042685,293.80021178096024,293.48352549786625,292.31536630483777,293.83871483051166,293.17314725846194,294.1482982018156,293.1243073446202,294.5223023461514,292.3008931349585,294.4324191760095,294.800468993217,
185,290.87003737229566,290.64998880380745,290.2895046905992,290.08285575055334,292.04918552316906,292.3626879338909,292.29487611787465,289.2372290413637,290.45460054221996,294.1303027851735,291.41213447920364,292.8279890627258,291.5462850961128,290.88418938282814,290.7419853066135,290.69992744025683,292.40681138746174,291.5572958742184,291.57288891991533,290.7167042960335,291.2652567109424,289.83831973113945,292.24792344492994,291.78911300344896,290.67496731963763,291.03164599732526,291.8599356690993,290.93225910945216,290.9007171592376,291.8015420856773,291.1644034399712,291.42539486077317,290.9746605711557,290.33733203402085,290.91944226541153,291.44646078961995,291.04812253909535,290.0299836552008,291.2293842535352,290.2396455230008,291.0172782343143,291.91732313453576,292.7439203057885,290.14368288954955,290.6865057991352,291.1307051707938,291.8199220699841,291.880355828547,290.43846857071725,290.95085280660123,291.72348688229033,291.8928935502747,291.55669174418824,293.01289719801684,292.1922775852224,291.1830009854907,291.4199871561917,292.6413522009191,291.6812712712266,291.8128464687968,292.0143256490097,293.1273807431029,294.6927208277096,291.6750251734743,292.1363547198058,293.75668848077004,293.21983815241686,292.7001962745926,292.2612309433824,293.572941809354,292.21488769839124,293.86110679238425,293.673009589421,292.41646941202237,293.83628106969104,293.25094319712775,294.24701821839125,293.17704617090214,294.51142614556244,292.34291315900526,294.45941613651513,294.8482952334391,
186,290.9257669340617,290.65754733700976,290.4499186531442,290.1181970686911,292.0448400842988,292.48603453281396,292.3528975510407,289.41995919136605,290.48033164538674,294.06877959140365,291.55296450755634,292.91277559207435,291.61457870246085,290.97524261153916,290.8268879669562,290.65993526373757,292.4303950100899,291.51962888315984,291.5700112367288,290.73139137117334,291.29572664624055,290.0422731826866,292.39757570873644,291.7614484532835,290.7290231737584,291.1120152002425,291.996115416326,290.9587629269331,291.05440659460874,291.9292137527626,291.2634376246872,291.4085168056801,290.99052677419115,290.41974896771313,291.0547034579097,291.50771148027417,291.1412393410399,290.0202260861231,291.19700904131037,290.3374145430845,291.0444249349164,291.9080146831242,292.6496701843852,290.24592540944616,290.66767104005754,291.326556814674,291.88725353239363,291.82319471143586,290.4859668014931,291.0556882687505,291.87781616057003,291.99597625924844,291.70100168722826,293.1490772274574,292.2751629938845,291.12463201881206,291.5007974208529,292.69243404713933,291.7296367322963,291.79127069499725,292.22515477889624,293.1691111900968,294.76752447871513,291.77064312120706,292.101560934996,293.7701989551109,293.21803123984034,292.79244067659897,292.32250038842886,293.6267391427719,292.2351068061357,293.9695195714783,293.88216608920584,292.4903689396888,293.8395168437533,293.33423172260046,294.36838315023294,293.2345623001926,294.49400978040273,292.38489870165216,294.46649199426054,294.8817416395947,
187,290.95290202541275,290.61440830944264,290.5470401592343,290.13289370061773,292.02689046326583,292.62861056686603,292.4426758017746,289.5170735010032,290.5544832156656,294.02530148391116,291.68138774857397,293.0204698547389,291.68262031750805,291.0429497518776,290.85111480623095,290.625684137653,292.4600422535689,291.5530184617109,291.59051139097147,290.7406827999595,291.34145310006255,290.2253847190341,292.50920199265545,291.75423409268353,290.81306091282937,291.1299702859617,292.0790177449904,290.99426889118905,291.2239977791311,292.04246402338003,291.33713422777674,291.38191339237045,291.0074823996058,290.47874856686684,291.17762744161155,291.5408307621087,291.2247348703622,290.0371108758645,291.14080530898616,290.4426024390049,291.1376187940665,291.9024533387642,292.5549885195411,290.37173636373524,290.6699053526627,291.51167566107824,291.8536566164675,291.8574066611086,290.57096732589764,291.183091383714,292.04679214458304,292.0995677997706,291.79002188593967,293.3350328507169,292.37944561195457,291.0860064627995,291.58465932787544,292.67161170731777,291.79317046875406,291.72534573504083,292.3238554253404,293.22098934114257,294.8282360639729,291.89566100330205,292.14327401301097,293.83488613800523,293.22919810785373,292.8749174781084,292.3973797240544,293.6217532195981,292.2646397401827,294.11699227216417,294.05798588705045,292.5358520482157,293.87686445854354,293.4015479582906,294.49756350683634,293.30719936991403,294.51099302428975,292.4047725335947,294.4336520271574,294.9360450465622,
188,290.8920284237567,290.5385288464617,290.61609366482276,290.15661577478886,292.01447917333724,292.74207587159947,292.49369463734195,289.58306279288666,290.64275048068714,294.01438520895726,291.7831507358495,293.1222477223804,291.72049110544083,291.1243897382328,290.8526146573247,290.61418784912416,292.5134425890851,291.5818696954061,291.5847506368797,290.73831771972453,291.40797835450655,290.3855752323595,292.634442413189,291.73494840720565,290.94129440352515,291.11869929387024,292.02603235361005,291.01502072886296,291.37185908827075,292.1656459248733,291.4450829318713,291.37152957796,291.0715361150587,290.49204648287673,291.2873736297749,291.55912499189276,291.30458544121416,290.0625522352157,291.11162863142505,290.53559641379076,291.2315748101676,291.906803395679,292.52938141087213,290.45506342422465,290.6444074992324,291.7150826311853,291.8041847873606,291.9137460228374,290.668419714884,291.28611482778183,292.21138124277536,292.2555065820477,291.80080558452954,293.53452129452205,292.5134749153974,291.05522928642796,291.60707908781103,292.60385764251487,291.83938335660827,291.6737240650615,292.41877036557673,293.2201216233884,294.8589526413368,291.9952764587274,292.179863524467,293.93623007621625,293.27738492756447,292.96599186002936,292.4305137964596,293.57253150891836,292.30867887595565,294.2731200864006,294.2446542926674,292.5574001394034,293.91440605686313,293.4193917747905,294.5761431405002,293.3772208561362,294.54879563192503,292.4500123994498,294.4597180924931,294.9892612247219,
189,290.85687620171785,290.44657343142467,290.69185443122933,290.20188322063257,291.9794479440671,292.7984947150071,292.6131733673468,289.6357791318569,290.72738752649735,293.99319588852416,291.8698323567708,293.213694947264,291.72451456397863,291.23028413083887,290.8282683004898,290.63532528069504,292.56257159251936,291.60516643484084,291.5841895572876,290.7248219718148,291.5113800805674,290.5937458822436,292.7378671781613,291.73393238608,291.06469564930944,291.0854130055835,291.99012993022444,291.0067805466205,291.4955925253972,292.2741704349911,291.5898689439989,291.36307468229904,291.2060666815881,290.554487461701,291.3832328318548,291.56881364948265,291.3759720470786,290.0980852535163,291.1279667986196,290.6303668477146,291.2950412257974,291.88607401966095,292.55833351035835,290.5544716962098,290.5236371919457,291.8832635546793,291.71610055084034,292.00881044661213,290.77935702503106,291.299864709252,292.3599612864189,292.42034096254827,291.7833904893322,293.68007211897645,292.61111641331047,291.0195721710064,291.64402808838406,292.5417773201467,291.8608649736094,291.70404441419794,292.5032129917089,293.294288625633,294.8677384070661,292.0258817925279,292.1836752200037,294.03435187642447,293.3501814609318,293.05717739571844,292.50163953411527,293.5303495326129,292.38339185935206,294.33796849036327,294.4071571378961,292.5470467912595,293.9547992849009,293.4365897834076,294.68097467731155,293.4562128427,294.59934002754824,292.5236420280646,294.5057278890077,295.0270628446088,
190,290.82452174503794,290.3377340219762,290.7600176291288,290.32674337084825,291.94488223934934,292.8379350223678,292.6755609307885,289.69633460155103,290.8165280637545,293.94691095917403,291.94129455745997,293.3046017198214,291.68264013661616,291.28928489733164,290.70983898263864,290.67228970040594,292.6057944760798,291.5949267547338,291.586368107004,290.6974233055676,291.6148276920327,290.7649251609953,292.78431051926935,291.7748372421489,291.2217544485111,291.0911402403682,292.0057296977418,290.99806932382796,291.544541771445,292.34410438361215,291.6839013630826,291.3851541308307,291.2602791130769,290.6632924025777,291.46577134839924,291.5599791120711,291.4192949626164,290.07171135702373,291.1467955285834,290.742383625789,291.3433672410693,291.8727157227178,292.5933132997427,290.63136467887557,290.5120883218477,292.008930900609,291.66041745173425,292.1090936584601,290.9204166471683,291.30199544937886,292.5045086995751,292.5979196837892,291.76755724117606,293.75843471737164,292.6720266001422,290.9317768444881,291.67756526477206,292.56976623663434,291.9220866860337,291.7229075101105,292.5832025913593,293.33432251848865,294.86886459421146,292.01786529040726,292.2104525924882,294.139767967888,293.39254193748934,293.10261832610456,292.56705349460776,293.4955078355902,292.4301542047193,294.34866048228395,294.56470814368566,292.52040357297085,294.0059677964251,293.4654171315499,294.7961504801125,293.5322986809633,294.59088184794444,292.66585386515965,294.5434758112981,295.0932945838341,
191,290.8003005756957,290.2593685373032,290.8569193547791,290.42190951988346,291.94127514884474,292.89251410094266,292.7112929226722,289.76820891140994,290.8854307645306,293.92832177744634,292.0275467002327,293.4134352925747,291.6622485577334,291.31733513118945,290.63637464153715,290.81120445889655,292.66197750417064,291.5962184731226,291.62616259273034,290.6957597447925,291.71648094943714,290.92153865241767,292.7728163601722,291.7727267701068,291.37140585284817,291.0720288347627,292.09950278796487,291.05206607980557,291.5649714748516,292.3223323557446,291.7445174959238,291.4600362501109,291.2887771946385,290.7399794974213,291.56108016935707,291.5130355982482,291.4220430968238,290.01413700188743,291.1089601584872,290.8227628986091,291.3583444833455,291.8899001978986,292.6233421091574,290.6915135169139,290.60355509645353,292.1018047677514,291.67985392919655,292.168910997863,290.9988922722052,291.335652913001,292.616376789441,292.7774874866385,291.69559620187385,293.8637678764507,292.67330826145604,290.8509285835821,291.6692684216879,292.6452899562456,292.0315276471042,291.70291339093376,292.64763371650787,293.381693445168,294.8766241021495,291.9825765410107,292.2748342019362,294.2040391291025,293.37761465989024,293.11198105236826,292.59977316164884,293.4533046547632,292.43148926858794,294.3869556428606,294.65229354159277,292.4896829548179,294.0684751596407,293.5299549848405,294.9112463779137,293.60656547145516,294.6101238287613,292.8066035908478,294.5663308732496,295.201184664418,
192,290.80472550907274,290.2149495545332,290.9419418533794,290.48967060154854,291.9275990149814,292.9582319800821,292.800509708977,289.82366889482194,290.91088033373893,293.9426360737631,292.03913265579433,293.47838935996367,291.69788906102224,291.2985802386277,290.6355390320209,290.943157515139,292.6625633800967,291.6818241409616,291.7753094115544,290.6975520079053,291.85646664530054,291.0595368060208,292.80263985902036,291.77741865211794,291.47550927795953,291.03948919449397,292.2269438093778,291.14079730437555,291.56999108409525,292.32876403475075,291.79098350393417,291.5284670380396,291.2992577570835,290.87944042948226,291.67125352664675,291.4868768769786,291.3829446145595,289.93851977970087,291.03075769078885,290.89451781918694,291.36813136417857,291.91292873156476,292.63211626563566,290.70240831796036,290.6866472010955,292.1766158589399,291.67409658732663,292.21493809921697,291.0345890899825,291.4663282332675,292.6853072113127,292.9116612450823,291.63599257531314,294.083457994882,292.7224309150789,290.77524770934724,291.6503394031886,292.68941022849674,292.11033611770637,291.66759273854564,292.69973073721235,293.40993576402576,294.87230152260014,291.9348119901679,292.3397728501874,294.2711537999734,293.3278739323081,293.0999176551334,292.6331161877447,293.4213561113766,292.4132052113299,294.4150386520072,294.7116571452849,292.4640867113817,294.1194237111345,293.50016731432174,294.99633659500694,293.6335559410426,294.6374562004125,292.94917732870545,294.62339499859615,295.2494751977139,
193,290.86469035651714,290.184381242057,291.0303393729147,290.5801796193582,291.939781044651,293.0312899845696,292.8924392757921,289.81120640873763,290.91679372703294,293.9698863211877,292.056614789606,293.5433398740239,291.7526727318012,291.2873957450774,290.7289733630161,291.0766078697227,292.66598386311546,291.80083903969717,291.9156569825245,290.7271900922624,292.00665347342635,291.1621377759744,292.86209135949485,291.74279501659623,291.5055994047443,291.0346367712931,292.3260648261604,291.2204624479085,291.56549499434755,292.33620496175035,291.882251933524,291.60366594235205,291.3116801174913,290.92137036317536,291.7409755839877,291.4626593251046,291.3161339136471,289.93393548530105,290.9324000111244,290.94583006734956,291.3713647009396,291.95029918002,292.6786161777902,290.72261331501306,290.79352201739994,292.2341597093259,291.6541336527789,292.2927049185459,291.0500663253829,291.5475070563722,292.80508560110115,293.011750858238,291.581708038189,294.2873228312842,292.79218048826897,290.6952008587716,291.63398735620433,292.80628366297964,292.13486924878987,291.6547064442452,292.7158477000701,293.4018603561806,294.8512215600289,291.92533914919613,292.39290133681106,294.2893254206731,293.2754275693569,293.1220123175565,292.6876691358838,293.38089628087323,292.386462089343,294.43238196226673,294.7911173374325,292.4377538513466,294.1481022043056,293.44445637866903,295.01833649772016,293.60241315664496,294.6402002553471,293.057589915381,294.7014079853585,295.2727770169977,
194,290.92947390260895,290.18617650689873,291.0594930372202,290.66485053082886,291.92797237106015,293.11108438203996,292.9513500160708,289.7918039123869,290.9074106300614,294.0067966199813,292.0732605313994,293.62522190987136,291.80059397546324,291.2758107387804,290.8112699196789,291.08367308030967,292.6855706964135,291.9538883371181,292.015360642602,290.75089976185257,292.0979446853696,291.30717132812094,292.9125393919205,291.68892996468537,291.50299236462763,291.03777958155183,292.4299863772816,291.29457943416435,291.5988108252918,292.32105796785106,291.964429588366,291.70210601562917,291.3356750667872,290.9968558043279,291.7591086568427,291.45568022822175,291.24172300167976,289.9245468723318,290.8350697437621,290.9456897172772,291.33161448430195,292.0133395682067,292.72625958192947,290.7917675965972,290.90813400826573,292.32065941777336,291.63961930533526,292.38084239085816,291.0875142287086,291.64029392468524,292.8941081601464,293.12730375003696,291.6340565114224,294.42532122861746,292.8921423483516,290.60320348366815,291.617245443632,292.9665768123465,292.13505118691955,291.6296797852999,292.7649042386877,293.36242166513557,294.81788905281235,291.99625961476886,292.40688065813094,294.2162238398035,293.28289920635314,293.2140385297829,292.74016488625654,293.3395568539787,292.4015536923627,294.45841133980355,294.87142072038625,292.3999854813809,294.17656633041145,293.42257835384976,294.9488925621158,293.607375810005,294.6616120115956,293.1315929129024,294.759081230789,295.25130898474447,
195,290.9759893878361,290.1809118975607,291.054767879632,290.73217931220694,291.96719790086274,293.2553681176768,292.9905449000163,289.7340125219819,290.86742042903893,294.0425707386943,292.0935945386594,293.7188767653245,291.8543890639983,291.2829581890451,290.888613944196,291.05193631275205,292.69928471107056,292.04533467687645,292.0940510195411,290.7144342577222,292.08949202176353,291.4422717613551,292.9564399350436,291.6216828329015,291.503542065871,291.07631753582376,292.50958703495263,291.3412629777316,291.67669321118706,292.3021506926451,292.0502495591307,291.797572324736,291.3496109271761,291.09426983788813,291.744991012259,291.4082862369751,291.1506196158731,289.96794769171663,290.74975751417435,290.8775053789958,291.3332853056694,292.1783625573459,292.75682032594364,290.8372645079463,291.03905429014293,292.4119789280677,291.5843693788135,292.5013294580756,291.16793333216344,291.75065713492,292.94112624256184,293.22131470804106,291.7570093963867,294.54001236763656,292.9829469338442,290.5546769041532,291.6302408007525,293.15067918864855,292.09472227798085,291.61696154933963,292.81355225994787,293.33374811070667,294.83019045893514,292.1131103951774,292.4055459149598,294.14273338109416,293.27563167410074,293.3672843634857,292.79648635306245,293.2758112262407,292.43827810203294,294.5208277018845,294.9124996510811,292.4020864864316,294.2023875111039,293.4423157354021,294.8890252580358,293.6847984439037,294.6217494225392,293.1783606075048,294.8322268626729,295.1977041468193,
