Day_of_year,t2m
145,289.3886573726295
146,289.7623223459619
147,289.82382063906425
148,289.40424679487177
149,289.16490272456764
150,289.0697987613514
151,289.0124547974676
152,289.46377229609044
153,289.7890207404764
154,290.42161586142
155,290.2584609854934
156,290.0215678679637
157,290.49447501418933
158,290.74292349530083
159,291.1713516365769
160,291.4975770347139
161,291.8819236820579
162,291.63381699782155
163,291.3510803222656
164,291.2225205119858
165,291.3200717502169
166,291.8477909185948
167,292.0837495722323
168,291.76540926419773
169,291.96538766714247
170,291.9277451213609
171,292.19975964146795
172,292.7513153858674
173,293.0150168655265
174,292.31528354220916
175,292.11301775549214
176,291.59651460566073
177,292.30272618481234
178,292.63344353569875
179,292.65073959481003
180,292.6507183629223
181,292.9519707834619
182,293.1135714017428
183,293.05682592147434
184,293.18190010266426
185,293.3703852205195
186,293.1809067946214
187,293.4625557663094
188,293.03765258789065
189,292.7079584105402
190,292.6169874664046
191,292.60605338333
192,292.4975294585921
193,292.52252421582864
194,292.8417610624916
195,292.688140112722
196,292.73704513158543
197,293.2904018043453
198,293.6031882522453
199,293.4814926538712
200,293.9756164811616
201,294.22621199126934
202,294.0873717218383
203,294.09970721383377
204,294.1138602493156
205,293.67702308067925
206,293.3486116066957
207,293.27031516050675
208,294.10179717235076
209,293.97531292255115
210,293.8477998130342
211,293.82557237413187
212,294.17241242237577
213,294.19387804341113
214,294.52943634294036
215,294.52767107058787
216,294.38605604905354
217,294.1324417505508
218,294.0816975128957
219,294.15966546474357
220,294.13280981340984
221,293.88204113560863
222,293.61416386009284
223,292.8996856689454
224,292.8588104248047
225,293.2359209892077
226,292.81286832369295
227,292.81680357843385
228,292.81246037931516
229,293.2824964996077
230,293.62188376402247
231,293.6446680313502
232,293.4756740211422
233,293.1355109842414
234,293.0606275509565
235,292.94567466801055
236,292.87677852271975
237,292.07658339280346
238,291.9241793118991
239,292.1997799343533
240,291.4242155156583
241,291.21825861482534
242,290.6930719098474
243,290.2483722654163
244,289.85697454468817
245,289.70208153357873
246,290.07305994278346
247,289.85111318734977
248,289.3679069584252
249,289.1362270257412
250,289.19096468411965
251,289.6028134337857
252,289.4715130667401
253,289.4549066005609
254,289.4190715561565
255,289.55646208412634
256,288.838388948359
257,288.7162627391327
258,288.5615805601463
259,288.6555149958684
260,288.21564977923015
261,287.4528560540615
262,287.09290197649574
263,287.3693547957983
264,287.3254287067641
265,287.1777629884899
266,287.33964728983034
267,287.11972776233637
268,286.5854636167868
269,286.66357153215984
270,286.80999155941174
271,286.4412504016844
272,286.34785263191947
273,286.359322520199
274,286.68833422538563
275,286.79090680505476
276,286.15652504945416
277,285.60052458934297
278,285.4903503678803
279,285.52131386781355
280,285.182222389156
281,284.91690744253305
282,285.17111271263184
283,284.94766798753005
284,284.54621282072145
285,284.326649201222
286,283.8912505060179
287,283.59933552538223
288,283.5532212738298
289,283.6454774253389
290,283.054429404756
291,282.1715891781016
292,281.80149090106676
293,282.0107262505425
294,282.5742754292284
295,282.18639750684423
296,282.4070160172944
297,282.5413298517211
298,282.4184442503839
299,282.5710513383914
300,282.1456561748799
301,281.8565558278662
302,282.12914773011823
303,281.10307893671535
304,281.03863087189507
305,281.2056710006844
306,281.23124668740815
307,281.73476591191735
308,281.8453157343417
309,281.7208202655499
310,280.9686276427701
311,280.70564648228833
312,280.61589971036994
313,280.073303926908
314,279.623618988298
315,279.81524183485243
316,279.8500715728498
317,279.1890424157819
318,279.4456843710353
319,279.276768115443
320,279.714997668144
321,279.3159190642528
322,277.95912804236775
323,277.19142317812674
324,276.9242300701957
325,276.88710661015955
326,276.8513298099877
327,276.90735418857673
328,277.2684979300214
329,277.0436282426882
330,276.8714180970804
331,276.5845517150357
332,276.00482571593716
333,275.72833085019363
334,275.6386279766376
335,275.28198672563605
336,275.3810959253556
337,275.55164518437834
338,275.3794648260133
339,275.59678545568744
340,275.1760479005994
341,274.8994937472873
342,274.9347330468333
343,274.4583071195163
344,273.9506012745393
345,274.3048392793052
346,274.30468867375305
347,273.82562109792343
348,274.2405895265758
349,274.0792660965879
350,273.66973144009586
351,273.47659630408646
352,273.18892037155274
353,273.3654191498063
354,273.58094734126684
355,273.9226994441106
356,273.9986247788128
357,274.5147240793603
358,274.2510924249633
359,274.22776974409055
360,273.8940239539513
361,273.0382503150875
362,272.93413299821384
363,272.47611415243557
364,272.05536812024235
365,272.17588508801583
