Date,t2m
1940-05-24,289.02449510735033
1940-05-25,289.7435718578297
1940-05-26,290.2190208574791
1940-05-27,290.4126932332804
1940-05-28,290.13890774346095
1940-05-29,289.45104589217743
1940-05-30,288.46701396341285
1940-05-31,287.9932098947602
1940-06-01,287.34452300019313
1940-06-02,287.15254407051276
1940-06-03,287.22911871047245
1940-06-04,287.58353745457015
1940-06-05,288.1234955840058
1940-06-06,288.8828337393401
1940-06-07,289.30952794560585
1940-06-08,289.99903383359805
1940-06-09,290.0859523675381
1940-06-10,290.32684359707673
1940-06-11,290.6334174858345
1940-06-12,290.9654440408225
1940-06-13,291.0434402633499
1940-06-14,291.02333465687957
1940-06-15,290.73428847763563
1940-06-16,290.6478811410757
1940-06-17,290.4855750227149
1940-06-18,290.339600056519
1940-06-19,290.18652612036396
1940-06-20,290.2781905289535
1940-06-21,290.44854244469724
1940-06-22,290.6061923407809
1940-06-23,290.4067692459721
1940-06-24,290.1904133667439
1940-06-25,289.7204917376731
1940-06-26,289.10355989225616
1940-06-27,289.0304509536687
1940-06-28,288.9794491498898
1940-06-29,289.45934141948544
1940-06-30,290.26676421113063
1940-07-01,290.8219310495006
1940-07-02,291.1988954648867
1940-07-03,291.9319807897994
1940-07-04,292.41189463409313
1940-07-05,292.47791678739554
1940-07-06,291.8597592084835
1940-07-07,291.18679932534906
1940-07-08,291.2628989865928
1940-07-09,291.519771701687
1940-07-10,291.203607244806
1940-07-11,290.5587278932005
1940-07-12,290.6080799591847
1940-07-13,291.02357611464055
1940-07-14,291.251711331881
1940-07-15,290.83853261200056
1940-07-16,290.7459330017313
1940-07-17,291.1789304852049
1940-07-18,291.5286696437514
1940-07-19,291.40759433844147
1940-07-20,291.2207827166323
1940-07-21,291.3012858520061
1940-07-22,291.8989366244921
1940-07-23,292.5512378958119
1940-07-24,292.37205991640195
1940-07-25,292.11219569614957
1940-07-26,291.7835902399196
1940-07-27,291.1741567758413
1940-07-28,290.5177728562128
1940-07-29,289.76071044027583
1940-07-30,288.8453476455185
1940-07-31,288.64718080178284
1940-08-01,288.83929454537974
1940-08-02,289.24520818130435
1940-08-03,289.8956118852664
1940-08-04,290.6913111201136
1940-08-05,291.2635621011475
1940-08-06,291.97460769821
1940-08-07,292.67191960261414
1940-08-08,292.7918037163032
1940-08-09,292.62791012494995
1940-08-10,292.2621636582818
1940-08-11,291.6089191366901
1940-08-12,291.06478602370936
1940-08-13,290.4195933359446
1940-08-14,289.4576038178943
1940-08-15,288.9033491532881
1940-08-16,288.79051113477993
1940-08-17,288.6235723809881
1940-08-18,288.25675746372764
1940-08-19,287.4974387591575
1940-08-20,286.86876703618645
1940-08-21,286.3839026370764
1940-08-22,285.8932641556848
1940-08-23,285.57768512208816
1940-08-24,285.648199507605
1940-08-25,286.16317201272034
1940-08-26,286.75871539552566
1940-08-27,286.83562584063066
1940-08-28,286.70742406600556
1940-08-29,286.82918070698827
1940-08-30,287.0906520745693
1940-08-31,287.3583710499299
1940-09-01,287.23200681358026
1940-09-02,287.3458848890367
1940-09-03,287.95184851566074
1940-09-04,288.9589660420959
1940-09-05,289.69971239697804
1940-09-06,289.7552555070255
1940-09-07,289.34325199336797
1940-09-08,289.11037023076204
1940-09-09,288.34642649220893
1940-09-10,287.24395170665923
1940-09-11,286.31902282491274
1940-09-12,285.61467421535167
1940-09-13,285.0337491996122
1940-09-14,285.02807114150494
1940-09-15,285.35835886525587
1940-09-16,286.29159780649036
1940-09-17,287.3823691567222
1940-09-18,288.119377723107
1940-09-19,288.64986713115985
1940-09-20,289.34747828668725
1940-09-21,289.83954639923877
1940-09-22,289.93008389315764
1940-09-23,289.5561882270561
1940-09-24,288.9161021473643
1940-09-25,288.5899491641984
1940-09-26,287.2051077482901
1940-09-27,285.6497052650312
1940-09-28,284.3016687190576
1940-09-29,283.4673577053643
1940-09-30,283.3359683529361
1940-10-01,283.4986887502146
1940-10-02,283.336192595653
1940-10-03,284.00138815855365
1940-10-04,284.9132061074505
1940-10-05,285.48146196861404
1940-10-06,285.96675640846786
1940-10-07,286.20778871193903
1940-10-08,286.46327416276756
1940-10-09,286.593250763722
1940-10-10,286.7947672749614
1940-10-11,286.41727657108515
1940-10-12,286.30111135405934
1940-10-13,285.71810544192135
1940-10-14,284.6555525671431
1940-10-15,283.20060970320367
1940-10-16,281.9027461796016
1940-10-17,280.8462704389523
1940-10-18,280.43421315622857
1940-10-19,280.1438304635631
1940-10-20,280.04964852245735
1940-10-21,280.2390295454871
1940-10-22,280.8777121519431
1940-10-23,281.238542605669
1940-10-24,280.92642278985664
1940-10-25,280.14870086781707
1940-10-26,278.89269192314845
1940-10-27,277.7670736347799
1940-10-28,276.5756463690118
1940-10-29,275.4376607482686
1940-10-30,275.2118109958076
1940-10-31,275.5690374688788
1940-11-01,276.6920641106127
1940-11-02,278.16385234231916
1940-11-03,279.2936495267428
1940-11-04,280.0246851435511
1940-11-05,280.3479730515253
1940-11-06,279.6812822390825
1940-11-07,279.05841567490125
1940-11-08,278.15304196535885
1940-11-09,277.4951956612723
1940-11-10,277.1622286506625
1940-11-11,277.81029334435095
1940-11-12,278.77756083841285
1940-11-13,279.93720835032474
1940-11-14,280.9945056062915
1940-11-15,281.6937251387935
1940-11-16,281.53022849952777
1940-11-17,281.2648777105869
1940-11-18,280.4540578541738
1940-11-19,279.72820955493074
1940-11-20,279.2586391574734
1940-11-21,278.71466578668725
1940-11-22,278.0022397443052
1940-11-23,277.3774852263622
1940-11-24,276.8213911231185
1940-11-25,276.4395436716604
1940-11-26,275.74298296917925
1940-11-27,274.7310015220782
1940-11-28,273.4397877004994
1940-11-29,272.0331138079856
1940-11-30,271.13363859854337
1940-12-01,270.2088902511876
1940-12-02,269.1974492893987
1940-12-03,268.95487154447113
1940-12-04,269.014914711753
1940-12-05,269.4925786392156
1940-12-06,270.2493819352035
1940-12-07,270.6680230779962
1940-12-08,271.0292394169958
1940-12-09,271.313242370829
1940-12-10,271.0047448685755
1940-12-11,269.84634947165466
1940-12-12,268.24383265456873
1940-12-13,266.2981665195563
1940-12-14,264.27933236705513
1940-12-15,262.4982575357178
1940-12-16,260.86843464051407
1940-12-17,259.24711239992916
1940-12-18,258.45583128317804
1940-12-19,258.3803932832711
1940-12-20,259.07047704899264
1940-12-21,260.24867790697255
1940-12-22,261.53013527000337
1940-12-23,262.05002568842286
1940-12-24,262.0623255020533
1940-12-25,262.41113113571
1940-12-26,262.8533609131754
1940-12-27,263.4105274913075
1940-12-28,264.8946344284784
1940-12-29,266.1527635064317
1940-12-30,267.53493055406506
1940-12-31,269.2973894391741
1941-01-01,270.7738393706717
1941-01-02,271.53854694296587
1941-01-03,271.75649409591057
1941-01-04,270.9277956337282
1941-01-05,270.1192936600346
1941-01-06,269.5228023319454
1941-01-07,268.5357177510803
1941-01-08,267.426527980483
1941-01-09,266.6119456308665
1941-01-10,265.42430813408595
1941-01-11,264.39207508799797
1941-01-12,263.81827788300563
1941-01-13,263.66351519574175
1941-01-14,264.1193085275727
1941-01-15,264.1079804696443
1941-01-16,264.7292848244691
1941-01-17,266.6211963695484
1941-01-18,268.93098611796734
1941-01-19,270.5576759869362
1941-01-20,271.9737109509143
1941-01-21,273.21856700631724
1941-01-22,274.7403529799465
1941-01-23,275.65153620793274
1941-01-24,275.0391138097742
1941-01-25,273.3892116895962
1941-01-26,271.9377924321772
1941-01-27,270.48379393636964
1941-01-28,269.067872882326
1941-01-29,268.38371584266974
1941-01-30,267.80804465716574
1941-01-31,268.2789166908124
1941-02-01,269.13139661851824
1941-02-02,269.57767181955415
1941-02-03,269.68702189127606
1941-02-04,269.6886473715087
1941-02-05,269.6902349562872
1941-02-06,270.2341790391412
1941-02-07,270.58265982268057
1941-02-08,270.9197259141412
1941-02-09,271.4431929256453
1941-02-10,272.84525598099816
1941-02-11,274.6749583932506
1941-02-12,275.75186928549965
1941-02-13,276.21109701862264
1941-02-14,276.59710771609576
1941-02-15,276.8445956610935
1941-02-16,277.1323639027801
1941-02-17,276.8696596474001
1941-02-18,276.3478171100546
1941-02-19,275.74977240370305
1941-02-20,275.04798492319856
1941-02-21,274.52010761861834
1941-02-22,273.92044145633014
1941-02-23,273.1128227038261
1941-02-24,272.4701898036859
1941-02-25,271.96535137022806
1941-02-26,272.1063649383657
1941-02-27,272.6352740277301
1941-02-28,273.29199688251197
1941-03-01,274.1283989651299
1941-03-02,275.06925019763764
1941-03-03,275.88373115735175
1941-03-04,276.67864185375174
1941-03-05,277.28646358727536
1941-03-06,277.57706750443566
1941-03-07,277.3545984959864
1941-03-08,277.3516560648824
1941-03-09,276.85702648791636
1941-03-10,276.24515262366214
1941-03-11,275.72245838877916
1941-03-12,275.34982657519885
1941-03-13,275.23828482715203
1941-03-14,275.0697734679058
1941-03-15,273.91451243865185
1941-03-16,273.7938771230397
1941-03-17,274.33300948928996
1941-03-18,274.6851768633385
1941-03-19,275.0608922937414
1941-03-20,275.0757078513121
1941-03-21,275.0990713489798
1941-03-22,275.9552793398008
1941-03-23,277.034674340552
1941-03-24,277.88048567440046
1941-03-25,278.57514769166374
1941-03-26,279.0384149236993
1941-03-27,279.55015278910537
1941-03-28,280.63398524693076
1941-03-29,281.25850948571286
1941-03-30,281.0749192010789
1941-03-31,280.8692071376703
1941-04-01,281.1277262369792
1941-04-02,281.6212735018887
1941-04-03,282.0582315633585
1941-04-04,281.9702674949562
1941-04-05,281.4149854052198
1941-04-06,280.72507183368384
1941-04-07,279.6343229524382
1941-04-08,278.4757608825907
1941-04-09,277.32644496819916
1941-04-10,276.64939941853396
1941-04-11,276.59879043076063
1941-04-12,277.35371661622884
1941-04-13,278.35708964700666
1941-04-14,279.6443283584092
1941-04-15,280.65044774764624
1941-04-16,281.4693298339844
1941-04-17,282.11216640821743
1941-04-18,282.3617444160657
1941-04-19,282.3343119079814
1941-04-20,282.42879891308235
1941-04-21,282.3765693636604
1941-04-22,281.8101242121323
1941-04-23,281.4175975086925
1941-04-24,281.0372631925366
1941-04-25,280.6040987007784
1941-04-26,280.7936447199448
1941-04-27,281.13630771287626
1941-04-28,281.4804914425581
1941-04-29,282.36367082421157
1941-04-30,282.2335244203225
1941-05-01,281.4503895965688
1941-05-02,281.035655374492
1941-05-03,280.60545567103793
1941-05-04,280.20260038829986
1941-05-05,279.6559575678228
1941-05-06,279.1317011235834
1941-05-07,279.8243210341904
1941-05-08,280.8208196730841
1941-05-09,281.097420046181
1941-05-10,281.567384712862
1941-05-11,282.1576713589958
1941-05-12,283.15110460218494
1941-05-13,283.5207204294729
1941-05-14,283.0334023276528
1941-05-15,283.39966792850703
1941-05-16,284.23282083923567
1941-05-17,284.47095576136104
1941-05-18,284.2233418335408
1941-05-19,284.02313109457276
1941-05-20,284.6872719565591
1941-05-21,285.5563399206588
1941-05-22,285.81969622377943
1941-05-23,285.9906741411258
1941-05-24,286.3384465367803
1941-05-25,287.1266922164749
1941-05-26,287.5236655434409
1941-05-27,287.82093425373455
1941-05-28,287.8250843090015
1941-05-29,287.9954406961853
1941-05-30,288.43350096761964
1941-05-31,288.92721993582586
1941-06-01,288.92262407798904
1941-06-02,289.2940316112923
1941-06-03,289.4110902220338
1941-06-04,289.59292893182663
1941-06-05,289.5440437959664
1941-06-06,289.2056922772865
1941-06-07,288.8755839700664
1941-06-08,288.7379111265525
1941-06-09,288.3914029187772
1941-06-10,288.02982416956417
1941-06-11,287.6345825195313
1941-06-12,287.41516560425254
1941-06-13,287.2953853397579
1941-06-14,287.1983753246265
1941-06-15,287.2625096359533
1941-06-16,287.6564533387348
1941-06-17,288.51009897085333
1941-06-18,289.5294591882726
1941-06-19,290.4064570276728
1941-06-20,291.20024461012616
1941-06-21,291.968520726913
1941-06-22,292.6573998308007
1941-06-23,293.0582453130366
1941-06-24,293.2781554281493
1941-06-25,293.46696969615664
1941-06-26,292.87085821689703
1941-06-27,292.2991447029533
1941-06-28,291.87947356395233
1941-06-29,291.33050056429573
1941-06-30,290.6298541952839
1941-07-01,289.98783935994015
1941-07-02,289.82889487018514
1941-07-03,290.15628744831014
1941-07-04,290.5396341736063
1941-07-05,290.63071941892736
1941-07-06,290.7636421399239
1941-07-07,291.1592204893902
1941-07-08,291.3926592816363
1941-07-09,291.57494681222096
1941-07-10,292.10068006131235
1941-07-11,292.74923426589686
1941-07-12,293.2374390542725
1941-07-13,293.66104092440764
1941-07-14,293.2889317103795
1941-07-15,293.2716802240728
1941-07-16,292.9236762078254
1941-07-17,292.54159713577434
1941-07-18,291.6820398128076
1941-07-19,291.21505603161484
1941-07-20,290.93439771491524
1941-07-21,291.4476664895976
1941-07-22,291.6039653400798
1941-07-23,292.14964478880495
1941-07-24,292.44126215784536
1941-07-25,292.6497096246852
1941-07-26,292.6183320768587
1941-07-27,292.3797879061856
1941-07-28,291.62371546706873
1941-07-29,290.99084942157447
1941-07-30,290.4042535020318
1941-07-31,290.2520100240742
1941-08-01,290.43293544224326
1941-08-02,290.6737259525956
1941-08-03,290.1646488175724
1941-08-04,289.88825748429633
1941-08-05,289.5113041357243
1941-08-06,288.8983710991157
1941-08-07,288.30643773340915
1941-08-08,288.2056723793784
1941-08-09,288.18724356291494
1941-08-10,288.76148399939905
1941-08-11,289.48592871362035
1941-08-12,290.3527674412989
1941-08-13,291.28249607854707
1941-08-14,291.92264531732917
1941-08-15,292.1679187816578
1941-08-16,292.4967556349087
1941-08-17,292.78849339747165
1941-08-18,292.47934887784737
1941-08-19,291.84843495127916
1941-08-20,291.42382767785597
1941-08-21,291.1757642585279
1941-08-22,290.94122549203723
1941-08-23,290.75213656582673
1941-08-24,290.2278631301153
1941-08-25,290.2088751600775
1941-08-26,290.53997914520374
1941-08-27,289.9166378258785
1941-08-28,289.13135413983804
1941-08-29,288.39911268744277
1941-08-30,287.48877903306004
1941-08-31,287.24267075087994
1941-09-01,287.2957587049994
1941-09-02,287.0995002718636
1941-09-03,287.7178552648523
1941-09-04,288.377446660192
1941-09-05,288.29596182016223
1941-09-06,287.8478267236507
1941-09-07,287.3635362338671
1941-09-08,286.9170307536702
1941-09-09,286.4198478726677
1941-09-10,285.46303002214256
1941-09-11,284.4363298241472
1941-09-12,284.0690067277286
1941-09-13,284.00602548899667
1941-09-14,283.95759129786234
1941-09-15,283.63108998951896
1941-09-16,283.39098070305346
1941-09-17,283.37559928474843
1941-09-18,283.36522677355197
1941-09-19,283.5630208109761
1941-09-20,284.0937283135159
1941-09-21,284.62677281418127
1941-09-22,285.1608665382469
1941-09-23,285.7540529132326
1941-09-24,286.2405193175151
1941-09-25,286.51547006460333
1941-09-26,286.5684447795043
1941-09-27,286.3216447655534
1941-09-28,286.1942931234618
1941-09-29,286.0321979452839
1941-09-30,285.97316420558604
1941-10-01,286.16527090666494
1941-10-02,286.5094313848586
1941-10-03,286.81156390403214
1941-10-04,286.7862699739225
1941-10-05,286.2840513571714
1941-10-06,286.11378797594006
1941-10-07,286.0153134524167
1941-10-08,285.78791993528927
1941-10-09,284.9505231808393
1941-10-10,283.60235428024123
1941-10-11,282.71823343689186
1941-10-12,282.2537694239354
1941-10-13,281.64935783414177
1941-10-14,280.9033908494663
1941-10-15,280.43221956469637
1941-10-16,280.72467029837026
1941-10-17,281.63518001570367
1941-10-18,282.4810608804444
1941-10-19,282.77033074347526
1941-10-20,282.0038301237336
1941-10-21,280.9934528057392
1941-10-22,279.80583017649667
1941-10-23,278.4370678353222
1941-10-24,276.90862869430373
1941-10-25,274.92743031707874
1941-10-26,273.7490066695999
1941-10-27,273.4176193069626
1941-10-28,273.09376553825405
1941-10-29,272.5390088427198
1941-10-30,272.50550769624255
1941-10-31,272.7665509234418
1941-11-01,273.404543139559
1941-11-02,273.6829972599016
1941-11-03,273.79334736918355
1941-11-04,274.081558842362
1941-11-05,274.8050519223615
1941-11-06,275.02031296950116
1941-11-07,275.1455907577123
1941-11-08,275.4672388768458
1941-11-09,275.8608786334921
1941-11-10,276.28314119555574
1941-11-11,275.5856517749828
1941-11-12,274.4812625423893
1941-11-13,273.6950438782409
1941-11-14,273.2308875003577
1941-11-15,272.6442781664949
1941-11-16,271.77896520593663
1941-11-17,271.62293743650554
1941-11-18,272.4874749375787
1941-11-19,273.6224378648695
1941-11-20,274.499765696543
1941-11-21,274.90016783550107
1941-11-22,275.0586334340302
1941-11-23,275.1632457914807
1941-11-24,274.60391805460165
1941-11-25,273.56175539345094
1941-11-26,272.29100008674595
1941-11-27,270.9906038277315
1941-11-28,269.8741291870564
1941-11-29,268.8485553448017
1941-11-30,268.22698974609375
1941-12-01,268.05621438498025
1941-12-02,268.2949531750801
1941-12-03,268.88027451064556
1941-12-04,269.823256496108
1941-12-05,270.9400015471182
1941-12-06,271.5297525147378
1941-12-07,272.15127529940764
1941-12-08,272.748284867395
1941-12-09,273.5949064261747
1941-12-10,274.1128705482343
1941-12-11,274.117671533382
1941-12-12,274.1524119394603
1941-12-13,274.9294754419571
1941-12-14,275.501715132605
1941-12-15,275.4720637841976
1941-12-16,275.2035658839858
1941-12-17,274.91895392002203
1941-12-18,274.6363681891026
1941-12-19,273.727052346254
1941-12-20,272.3707435244606
1941-12-21,271.6253886799236
1941-12-22,271.6702206789792
1941-12-23,270.8387818947816
1941-12-24,269.73596683264645
1941-12-25,268.7277171375987
1941-12-26,267.3176183456029
1941-12-27,266.4853029355898
1941-12-28,265.18485290750914
1941-12-29,263.8050053075993
1941-12-30,264.30766670869815
1941-12-31,265.1972272824018
1942-01-01,266.16173410939643
1942-01-02,268.3514300335894
1942-01-03,270.25573886969147
1942-01-04,271.5901416596912
1942-01-05,272.1410948365599
1942-01-06,271.477057711982
1942-01-07,270.592048505287
1942-01-08,269.65710840469745
1942-01-09,268.06108042958016
1942-01-10,266.27184410234946
1942-01-11,264.6023534977393
1942-01-12,263.6941960932134
1942-01-13,263.01190286154275
1942-01-14,262.63892775315503
1942-01-15,262.0744104070978
1942-01-16,261.12171952803055
1942-01-17,260.2928447793255
1942-01-18,259.5612411219558
1942-01-19,258.2466796204284
1942-01-20,256.7339414938902
1942-01-21,255.6456132266984
1942-01-22,256.3268618740878
1942-01-23,257.6808636005108
1942-01-24,258.53532884758465
1942-01-25,259.21923408927495
1942-01-26,260.7469403053815
1942-01-27,262.7722921406393
1942-01-28,263.9079296964429
1942-01-29,263.8394568586524
1942-01-30,263.96202674278845
1942-01-31,264.7002442747682
1942-02-01,265.7333034193996
1942-02-02,266.27514927902496
1942-02-03,266.4895489032452
1942-02-04,267.23648775540863
1942-02-05,267.8188798506181
1942-02-06,267.8797591771835
1942-02-07,268.0972806490384
1942-02-08,268.3564832079541
1942-02-09,268.0063966185181
1942-02-10,267.50987159812837
1942-02-11,267.24081890399634
1942-02-12,266.98761791187326
1942-02-13,266.9637166117574
1942-02-14,266.88172336899754
1942-02-15,267.12825856191336
1942-02-16,267.8844557542067
1942-02-17,268.53144249549274
1942-02-18,268.65572740044786
1942-02-19,268.8703150487208
1942-02-20,269.30984854785515
1942-02-21,270.00487364604794
1942-02-22,270.68632770021316
1942-02-23,271.41647204723984
1942-02-24,272.36717788640397
1942-02-25,273.4603948907538
1942-02-26,274.107186900827
1942-02-27,274.566896431612
1942-02-28,274.6486166929587
1942-03-01,274.5826685419886
1942-03-02,274.70276359586046
1942-03-03,274.78010274027724
1942-03-04,274.4146565308064
1942-03-05,274.3321525378105
1942-03-06,274.33776218288546
1942-03-07,274.3734766921717
1942-03-08,274.6089565850002
1942-03-09,274.5338689224187
1942-03-10,273.87876819428936
1942-03-11,273.67343374399036
1942-03-12,274.0714817815648
1942-03-13,274.1626632746322
1942-03-14,274.3298820523552
1942-03-15,274.4708539243146
1942-03-16,274.8870969220396
1942-03-17,276.02196304265397
1942-03-18,276.6270829085465
1942-03-19,276.2602299840459
1942-03-20,275.97002793755723
1942-03-21,275.80522597316417
1942-03-22,275.82410908793355
1942-03-23,276.0268060593378
1942-03-24,276.19234670562184
1942-03-25,277.00065461881866
1942-03-26,277.4550697410499
1942-03-27,277.49428359929453
1942-03-28,277.6979021344866
1942-03-29,277.85190478873335
1942-03-30,277.6409264868432
1942-03-31,277.40067377893917
1942-04-01,276.66065816914204
1942-04-02,276.81920067643944
1942-04-03,277.7319854624542
1942-04-04,278.5020444541624
1942-04-05,279.2169258760445
1942-04-06,279.60416051843663
1942-04-07,280.1574856824491
1942-04-08,281.1326421381353
1942-04-09,281.52330402751545
1942-04-10,281.47425657838255
1942-04-11,280.9571158720023
1942-04-12,279.8554981497181
1942-04-13,279.3595735319368
1942-04-14,278.87832418029564
1942-04-15,278.2535895602607
1942-04-16,278.3287938156407
1942-04-17,278.87657864189845
1942-04-18,279.6774688832489
1942-04-19,280.71523533635957
1942-04-20,281.27582312503574
1942-04-21,281.9576763670086
1942-04-22,282.7489356854896
1942-04-23,282.93513684395026
1942-04-24,282.8377967247595
1942-04-25,282.2594810178428
1942-04-26,281.0382560757927
1942-04-27,280.1280035780463
1942-04-28,279.13800842508726
1942-04-29,278.3135551480583
1942-04-30,277.6387126768902
1942-05-01,277.2205379052913
1942-05-02,277.4489447625129
1942-05-03,278.80328145568626
1942-05-04,280.3107287508227
1942-05-05,281.81331726744935
1942-05-06,282.9944333925352
1942-05-07,284.30865590301624
1942-05-08,285.19344332628634
1942-05-09,286.18805479392023
1942-05-10,286.64937113667577
1942-05-11,286.6348252069382
1942-05-12,286.45591417249744
1942-05-13,286.52928256639194
1942-05-14,286.5902148795215
1942-05-15,286.9811185620207
1942-05-16,287.4615471808465
1942-05-17,288.16667236775265
1942-05-18,289.0304014324705
1942-05-19,289.26603961427566
1942-05-20,289.27618408203125
1942-05-21,289.32625291985033
1942-05-22,289.0586841848743
1942-05-23,288.6622432946286
1942-05-24,288.4029804830586
1942-05-25,288.4214184659741
1942-05-26,289.1702724358974
1942-05-27,289.5757880018744
1942-05-28,289.8000219994849
1942-05-29,289.6620200579856
1942-05-30,289.5550307948074
1942-05-31,289.4545632386819
1942-06-01,289.19303262452064
1942-06-02,289.16054996029357
1942-06-03,289.71634078811815
1942-06-04,290.48879311809605
1942-06-05,291.7758164178757
1942-06-06,292.6071107745607
1942-06-07,293.0321606087597
1942-06-08,293.38866684463
1942-06-09,293.3399793464185
1942-06-10,293.0956726074218
1942-06-11,292.41759940905445
1942-06-12,291.50884193727813
1942-06-13,290.03359113420754
1942-06-14,288.91322108677457
1942-06-15,287.89469143933866
1942-06-16,287.34073557871164
1942-06-17,287.1228363819611
1942-06-18,287.313224708641
1942-06-19,287.37514040321656
1942-06-20,288.0194915659698
1942-06-21,288.8272576524224
1942-06-22,289.62841673910395
1942-06-23,289.62077370668067
1942-06-24,289.3331054016784
1942-06-25,288.9664476555345
1942-06-26,288.9074275537288
1942-06-27,289.2269793499957
1942-06-28,289.34416550856366
1942-06-29,289.4893042036902
1942-06-30,290.0181689140124
1942-07-01,290.3939956832718
1942-07-02,290.911387796367
1942-07-03,291.6946584401113
1942-07-04,292.33751882476247
1942-07-05,292.5916087391612
1942-07-06,292.8578774029519
1942-07-07,293.3466552063659
1942-07-08,293.5454927661043
1942-07-09,293.1988300700764
1942-07-10,292.24728270590083
1942-07-11,291.45417355268427
1942-07-12,290.8491123744419
1942-07-13,289.94185641222384
1942-07-14,289.1976138383914
1942-07-15,288.8240325145232
1942-07-16,288.51918739626257
1942-07-17,288.6387687934624
1942-07-18,288.5442457932692
1942-07-19,288.78290186172876
1942-07-20,289.18337878552114
1942-07-21,289.4998085105812
1942-07-22,290.0814251463055
1942-07-23,291.0593944731213
1942-07-24,291.90418553614353
1942-07-25,292.4531102442479
1942-07-26,292.28649555807146
