Day_of_year,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
158,16.8374486825405,24.52544676951873,21.852875293829502,21.50830405797714,25.578688254723183,24.223265427809494,20.594437330197064,17.415628286508415,17.46016565958659,16.506024678548176,18.55354670989208,22.536049133692032,26.105189201159355,24.836819477570362,19.071816126505535,24.489856524345203,17.901084361932217,22.22726303491837,20.820800438905373,16.08030015994341,25.081118754851513,24.744526789738583,10.208834709265293,17.914109376760628,25.46051842127091,20.68414991329878,23.1710140032646,21.674548418093952,27.53801174652882,18.34160951467661,26.283349110529972,21.319032620161007,24.069294122549202,23.734330348479443,18.082413037618,16.259447537935696,19.567985485761593,21.38357803149101,23.68323507064428,23.632999224540516,21.473114991799378,21.199998268714317,24.477052835317757,11.298795088743551,16.621526546967335,25.813898526705227,13.510268602615747,22.74569961352226,17.376631712302185,15.40690426948743,27.595875422159832,22.12000338236491,17.466825460776306,25.38604482014974,16.721260339785847,20.72351878728622,16.199880526616024,19.700407223823742,24.25293917533679,22.055004560030422,23.758850488907253,17.204536095643654,22.920330438858425,25.210407795050205,17.485390858772472,15.591294679886255,13.055682157858824,27.391850251417893,23.053331472934822,22.429026236900917,20.366657257080078,29.06954085521209,26.396161495110928,23.153904841496395,19.033332213377342,20.27666879311586,20.46843910217285,21.277045152126213,28.51405143737793,19.262382898575222,24.029450441018128,25.893786699343952,29.10863475310497,24.005243276938415,
159,20.66363576742319,21.873596778282753,19.16031693189572,14.19999814644838,17.548278979766064,21.271809162237705,20.907455639961437,18.2288546195397,23.381980382479153,15.165762289976461,20.283846635084885,23.46682450710199,22.930456161499023,32.429117007133286,17.574033076946552,21.584061744885567,24.86862422258426,21.703782008244442,23.095868966518303,19.58247661590576,27.14365670619867,26.170670827229817,14.298614208514874,15.847420374552408,26.99385633224096,20.04755665705754,25.051381037785458,23.829039451403496,25.286583142402844,21.01580566014999,26.6151363666241,24.29042268410707,22.07424789819962,21.818529177934696,15.08375928340814,20.978464420025166,20.18954575367463,19.20956528492463,26.78325599279159,26.647301649435974,25.261788979554787,24.54527869591346,25.17677473410582,9.792822862282778,15.650544019845816,24.334424190032177,16.585466604966385,25.93606767898951,15.500583208524263,17.247107187906902,26.804682756081604,21.899946335034493,19.97306547409449,27.230999481983673,18.39056019905286,19.584337527935322,17.147406357985275,25.533745692326473,28.596330251449192,26.918733401176258,19.426385439359226,19.630616505940754,21.931631186069588,24.805438897548576,20.13171205765162,10.70172150929769,12.596250534057617,27.137058844933144,23.462648538442757,21.133048619979466,23.49166517991286,24.598110785851112,25.785176497239334,22.505015544402294,21.630104113847782,16.498933987739758,24.36173487932254,13.560003549624712,29.723869714981472,20.615369209876427,28.546676537929436,21.291952915680714,25.731528404431465,25.35767530783629,
160,18.703503584250427,24.81431628496219,15.761590786469288,22.25786507435334,12.619815973135141,26.406880892240086,21.46426704602364,22.736291787563225,22.933134176792244,19.65184637216421,23.40917939406175,25.513675200633514,22.840589425502678,23.087483626145584,18.830403499114208,20.77477088341346,17.975894732353016,22.349594751993816,20.10109021113469,24.372481859647312,24.89210319519043,23.52891618777544,14.388132584400665,17.185981481503216,17.89709066733336,18.48514053149101,26.047575681637493,25.064338830801155,24.96642005137908,15.899757262987968,27.532821264022434,23.313506053044247,20.737901443090195,21.32707977294922,19.34013026799911,19.97482182429387,19.67032579275278,18.783560092632587,23.84715921450884,25.163898174579327,26.897355935512444,27.315614700317383,27.002317966558994,17.256748443994766,17.87983635144356,15.03024512070876,14.255342654692821,25.608611229138496,16.620714309888008,11.443200453733786,18.426009960663624,19.651931713788937,20.593962889451248,23.85146043239496,21.83619875785632,20.255532949398724,18.09285149207482,25.773026588635567,23.951543514545147,15.189724922180176,20.242086679507526,23.511846053294647,23.31012226985051,22.92316040625939,19.464165002871784,12.252335303869003,13.988074278220152,24.040134870089016,23.510609162159454,20.699412614871296,20.05566587203588,24.753894463563576,31.07166681534205,22.95719141837878,20.114953016623474,21.586560762845554,26.795828159038837,15.90920037489671,30.361190306834686,22.062286083514874,25.950445224077274,21.866804025112053,25.684820321890022,24.418791501949993,
161,20.93995568691156,25.280145302796974,19.329738176785984,25.058852709256687,16.08583144652538,28.47393001654209,24.667710181994316,14.100878128638634,22.538495283860428,24.06942978883401,25.874606548211514,24.333470368996643,20.105560791798126,21.62772772862361,26.286008150149616,20.79284575046637,14.63565537868402,23.44721916394356,26.19998256976788,23.02228903159117,24.31396239843124,22.38137333209698,12.896596468411959,22.011881510416668,18.601850607456306,18.335490569090233,25.03766573392428,22.774256681784607,15.612779543950008,20.22859050066043,24.662179213303787,19.75800790542211,19.06566465817965,21.395569630158253,19.877515230423366,21.627390934870792,20.92731133485452,21.708913607475086,27.747875898312298,25.51515559661083,23.926158415965546,29.391729403764774,27.04247557811248,24.38560515183669,16.33440448076297,17.546359966962765,17.14444197141207,15.798468907674154,18.876361455672825,12.740168302487104,17.12775900425055,22.899398510272686,21.40856058169634,25.875767536652393,19.811543342394707,24.011657176873623,22.48066520690918,25.23941485087077,22.115062028933796,20.250517771794247,21.56194026653583,25.488404787503757,22.163404293549366,28.640829135210087,22.72130340184921,14.117854436238607,17.818447748819988,22.968366965269432,21.658150941897663,20.398937861124676,22.550333854479668,21.8521541204208,23.296736546051807,19.838943261366623,19.042899571932278,24.226730053241436,24.66346354362292,22.105227494851135,30.56100336710612,27.02397263355744,21.248438810690857,22.13276633238181,24.9302611717811,26.854492578751003,
162,19.71220006698217,20.468542783688275,24.85281660617926,17.709162687643982,23.211817472408978,23.436250295394505,24.61205746577336,15.397477565667568,27.554787611350037,27.69203137128781,24.65238991761819,20.206559768089882,18.830530582330166,26.343007356692585,22.94034816057254,18.82164568778796,20.81173192537748,25.52072720649915,25.681426268357498,14.65794849395752,17.55990067506448,24.46235534472343,16.759923714857834,25.224214993990383,20.35124314136994,18.60774834950765,26.71329268431052,15.90727180089706,12.982562358562763,21.780594263321316,23.892753992325222,17.1718751956255,20.53111408918332,24.442852264795548,13.696634414868477,20.134970885056717,23.671512114696014,24.392511954674355,29.834366284883938,28.1378720112336,22.010190474681366,15.066054759881435,28.10648629604242,25.023092856773964,20.709672732230946,15.837229141822228,20.68467015486497,17.38279648316212,22.331846041557117,17.639703530531662,17.51623109670786,21.03385939964881,23.337519767956856,22.33231969980093,18.29704137948843,23.359440534542767,25.64312132810935,27.017206240922977,26.2221799997183,29.827222530658428,26.84291526598808,22.886138231326374,14.906960047208345,28.579661247057793,24.690784747783955,16.902659293932793,15.901174960992275,26.423750314957058,22.774286661392605,21.66351205874712,20.442187333718323,20.729879428178837,24.681041228465546,21.466825167338055,20.545324423374275,24.887649731758312,26.900936909210987,20.193591875907703,28.765596732115135,28.02350098047501,17.95409058301877,22.502274928948818,21.760828947409607,27.04629472585825,
163,20.374569721710987,21.495707145104042,25.469045247787083,21.317677620129707,25.068086966490135,19.396949572440906,25.602537595308743,19.96250719901843,31.24031017988156,18.42757114997277,23.71246572641226,15.267261089422764,23.52347774994679,27.913025880471253,21.828546377328728,15.717474644000713,22.141477780464367,29.112463828844902,20.994467344039524,20.281701454749474,21.34942201467661,21.7970215235001,17.90208317683293,23.43473977309007,23.009983502901516,17.50239973801833,23.945890182103867,14.697341918945312,16.930587695195126,22.800692925086388,19.039729656317295,18.07034470484807,28.625924232678535,23.860230959378757,11.547425514612442,24.429792110736553,24.10961977640788,24.108218535398827,27.98430711795122,27.693633886484,19.798815653874325,17.06005922953288,29.605487725673576,18.996974578270546,16.7824768164219,15.642822754688751,22.87345089056553,21.151071450649162,23.20256883670122,18.176688292087654,21.621128571339142,17.09872299585587,26.389312255076874,20.431145178966034,23.50402372311323,20.300334783700798,29.51770440126077,29.188325833051632,18.290634228633,24.049023359249798,26.85515257028433,9.94476282902253,19.896012037228314,31.490940387432392,26.14435689877241,21.12205930856558,17.100829417888935,29.84070200797839,25.536651709140877,17.917575444930637,22.296389946570763,22.075169978997646,22.24694403623923,15.732939157730494,29.920984317094852,23.36476800380609,26.02950189052484,26.20928793687087,29.193668072040264,26.438792399871044,16.47775581555489,24.320263593624798,18.88710278731126,21.21818173237336,
164,18.021725727961613,25.094436645507812,20.867614599374626,22.410273038423977,22.394165919377254,23.428201186351288,23.24735661042042,25.111895634577824,25.804490700746193,16.154759651575333,22.955828837859325,22.04707879286546,25.081148000863884,26.755794818584736,21.036134377504005,19.363457361857098,21.529064814249676,29.38016211680877,19.39065678914388,20.923141381679436,20.87988476875501,23.009999837630833,16.649698795416416,19.22212811005421,22.130174490121696,18.75701219607622,26.550159258720203,17.20293993827624,23.78451645679963,23.187003355759842,21.936004443046375,16.138222841116097,18.537579463078426,22.775141447018353,14.951691407423754,24.442444238907253,24.37774188701923,22.072655726701786,23.171082618909004,28.350924614148262,20.280409910739998,23.827953974405926,23.229160284384704,20.72458369915302,17.051804420275566,23.940688157692932,27.29047281314165,22.044451053325947,23.080785457904522,23.358159432044395,22.065841870430187,21.306355696458084,24.517132685734676,19.622352428925343,23.403143467047276,17.184916496276855,26.78212337004833,30.829139513847156,16.74309353950696,22.22842289851262,27.505967360276443,14.359133989383013,21.387008226834812,29.560638232108875,21.871823164132927,20.592689025096405,18.73209867721949,26.27811133555877,22.387120711497772,19.61027360573793,28.03463872273763,23.422718977316833,19.186182975769043,14.706760235321827,28.256487675202198,26.573573332566482,22.201593447954227,27.7468141409067,27.868461168729343,18.460638486422024,20.23950899564303,23.363851180443397,22.78828660035745,17.66569078885592,
165,22.951181069398537,22.324894636105267,22.899132459591595,23.51035793011005,22.35001828120305,16.013687231601814,16.13233248392741,27.713750692514274,16.997262025490784,18.832637786865234,24.453468567285782,22.211333739451874,28.56597411326873,25.33388421474359,26.456377714108196,13.957787342560596,22.38022163586739,25.72851044092423,17.450027612539436,25.644619134756233,23.19612728021084,20.549133765391815,23.154548009236652,24.964683923965847,25.287300696739784,22.03742873363006,31.31906255086263,13.685623975900503,27.38924608475123,23.09563768826998,24.793455368433243,18.7211916018755,19.782409839141064,24.34942563374837,18.735557629511906,24.04391014881623,25.74010203434871,19.487532493395683,17.418122144845817,27.0106013860458,18.436014493306477,22.550562834128357,15.332159580328526,21.70353033603766,20.803568473229042,23.494540581336388,29.835444279206104,23.85533415965545,19.621028826786922,21.491646326505222,20.927816439897587,22.717315331483498,19.984900816892967,20.024448957198704,21.047458624228454,17.97704129341321,12.892523618844839,32.45774039244041,16.14566624470246,21.019374309441982,22.459954775296726,18.9741487013988,24.901531806358925,29.343523025512695,21.407943212068997,23.924651561639248,20.625906601930275,25.629680389013046,18.573605366242237,20.859666775434444,24.626912826146835,24.968641134408806,17.606047752575996,21.458657435881786,22.554402913802708,27.89167169424204,24.774900485307743,30.4346069922814,25.531337591317985,19.33064504770132,26.124533579899715,15.56239240597456,19.32770142188439,21.466105045416416,
166,24.373895009358723,19.097959053822052,21.934705587533806,26.395106486785107,25.907015776022888,15.607417962489984,14.756776907505133,27.180247037838665,16.1925997367272,24.635656650249775,25.040583586081482,19.482048425918972,25.67719689393655,19.895585671449318,31.097623971792366,17.35684962150378,24.278342075836964,23.132006914187702,12.64996897868621,18.401178628970417,25.69872137216421,18.874954614883816,25.43969340202136,21.827852004613632,28.592451878083057,21.489749712821766,30.681677451500526,18.30038051116161,28.55500509800055,24.245539787488106,26.813344808725212,20.47973173092573,21.083888665223732,15.048836316817846,20.94462355589255,22.310754678188225,23.675519014016174,21.103190837762295,15.895967605786446,21.963504595634266,20.711669921875,23.465494547134792,15.782900370084322,18.57247716952593,23.856156178009815,24.68993680905073,28.272891998291016,25.844733556111652,24.217808992434772,17.38963569738926,22.153747998751125,23.33520414890387,16.89586903498723,21.366476939274715,19.986939943753757,18.177107859880497,14.228463515257223,20.441598574320476,18.9411380474384,26.248080669305264,26.038532990675705,17.584296764471592,23.95721518687713,29.504199345906574,21.88879658625676,26.07881912818322,21.6552799420479,28.333249116555237,16.489773530226486,28.460595497718224,29.70557975769043,22.571000417073567,18.510908615894806,26.626794619437977,17.707163272759853,26.883458406497272,24.2721124795767,25.110325104151016,23.038302788367638,26.216090715848484,30.378841204520985,16.698764434227577,20.710381923577724,19.48695192581568,
167,28.558715477967873,21.122984959528996,16.633444639352653,25.02470740293845,13.907089477930313,17.629321709657326,18.978104982620632,21.16481866592016,21.546783936329376,26.487130825336163,22.237232208251953,21.2419189061874,28.613744393373146,20.75465955489721,27.05216632745205,22.193500665517952,16.69295240059877,22.244653310531223,12.960848343678009,23.823257250663563,17.192211640186798,21.273842395880283,26.652672400841347,20.240265699533317,31.811954400478264,23.840120511177258,32.155984193850784,18.140142196264023,23.260538834791916,24.76111959799742,26.353255443083935,17.48989731226212,19.48172481243427,17.2402126850226,19.900567837250538,26.13556817861704,28.030796295557266,24.375302339211487,19.246207017164963,22.983061276949368,20.95666393866906,28.3495610555013,21.347196627885868,12.693303792904585,17.61441401946239,18.908440907796223,28.610115540333283,18.351748197506634,24.158198772332607,16.77969445937719,21.61194532345503,24.25541897309132,21.002671755277195,19.61823160220415,21.43833204416128,17.677176475524902,15.991933211302145,23.930886684319912,19.346146045587002,24.700450408153046,19.558043284293934,22.066857362404846,29.679076170309997,27.753188206599308,24.721203681750175,27.305163897000828,24.203656221047424,21.244857641366814,22.740662305783,28.122466307419998,30.893726642315205,23.021643760876778,15.93262176024608,28.305866094735954,20.962280420156624,26.959302853315304,30.311068950555264,29.428381895407654,24.59547458550869,22.22170680608505,26.7878108391395,20.995319708799705,28.275337268144657,17.961539830916966,
168,27.274281526223206,16.3613949800149,16.53812117454333,17.81720102750338,17.31485550220196,22.623507475241638,19.814284960428875,16.620888465490097,27.079644276545597,20.616962775205955,19.87345803089631,22.33043494591346,25.49621430421487,24.04896007440029,23.19330660502116,26.577137873722958,17.27240640689165,25.483835611587917,16.345327230600212,25.662839596088116,17.33167186150184,21.891723241561497,26.772102307050655,17.16137758890788,30.982578571026142,24.547954608232548,27.87292548937675,19.24237456688514,21.211070867685173,27.87975736764761,26.67948942918044,19.10772061959291,22.70293944921249,19.957272994212616,20.996701509524616,25.498073822412735,15.225266065353003,23.889268141526443,23.9229243351863,16.719354800688915,24.220168871757313,21.527430901160606,21.57792477729993,15.41561557085086,18.368069281944862,19.91664067292825,26.46668928097456,15.289932079804249,22.95084180587377,18.959585898961777,18.813173440786507,27.764918205065605,24.09198423532339,24.37854184859838,21.942515324323605,19.5364593848204,15.4267426270705,27.25782369955992,18.244772201929337,25.732232802953476,11.911221088507236,23.16444871364496,24.613179329114082,27.027544706295696,19.439654081295696,22.804231496957634,26.883166728875576,22.46658320304675,26.334016017424755,19.72478018051539,26.904895244500576,28.558279575445713,16.943387789603992,26.564015070597332,20.469281343313362,19.68172775170742,19.372007687886555,18.570181088569836,25.343389853453026,29.43625230055589,26.99731548015888,22.692227192414112,22.876894192817883,17.858445363167004,
169,28.472238834087666,17.975181457323906,22.942287493974735,16.55625196603628,25.59312047713842,19.344862717848557,20.4872804299379,18.31810567317865,29.445106212909405,14.02942650134747,24.880718671358547,24.154532163571087,26.61389375344301,24.340621556991184,23.35146845304049,27.812065955920097,22.2640258593437,25.634773645645534,15.10509581443591,23.77139174632537,24.51919448070037,16.83623470404209,27.46134762886243,22.071231206258137,29.449559676341522,16.996472138624924,22.06903056609325,23.32924480927296,24.089439294277092,24.990771562625202,28.633273687118137,18.95786742674999,18.837890771719124,23.414115416697967,23.364389126117413,18.79998921125363,13.710175660940317,21.120686702239208,14.058786416665102,18.811699867248535,25.10327373406826,20.270349086859287,26.21900891035031,16.384551268357498,19.05029174609062,15.745543651091747,26.123393865732048,15.38728579496726,21.170792212853065,23.148268088316307,21.133773656991814,17.0581575295864,21.306413161448944,16.528404040214344,21.383335553682766,21.937147385034805,19.156997338319435,25.070933317526794,16.61750143002241,23.527218647492237,14.064660316858536,20.42574711335011,26.749252025897686,29.770028138772034,21.14823096837753,28.000506425515198,26.92141464429024,28.079382871970154,25.932584762573242,16.624353726704914,22.385912332779323,30.908449319692757,17.89744450495793,26.990549283149914,20.22374859834329,19.33727230169834,17.67754750374036,17.392054557800293,23.096671666854466,30.54618957715157,23.357076009114582,25.273856432009968,24.549879856598682,19.23947087312356,
170,23.83357131175506,19.471246988345417,25.611992518107098,13.839101889194586,24.57358262477777,17.54621745378543,23.40534958472619,21.7939999409211,28.574529060950645,15.513474024259127,22.057490568894607,24.225204516679813,26.63163610605093,23.22162628173828,29.27849525060409,25.850846266135193,21.727987167162773,27.012818263127254,18.70899926699125,25.903014060778496,25.41421626164363,22.239070256551106,24.300499842717098,27.29871226579715,28.43063912024865,18.869669840886043,25.51782378172263,22.788313596676556,22.18555919940655,24.544058384039463,28.209249594272713,18.202474349584335,20.226324228140022,17.016719280145107,22.222498478033604,15.982667825160883,14.706993029667782,18.605938055576424,17.52651084997715,17.684689497336365,18.70859872377836,15.915150813567333,24.605106549385265,22.791932228284004,20.490851084391277,17.3912452061971,28.9695618947347,17.44225340623122,22.321319091014374,20.432057038331642,22.727739676451073,17.89955415481176,25.983864026191906,17.300401247464695,21.90643227406037,22.62285447731996,24.865922927856445,27.371660428169445,21.10028839111328,22.653859309661083,18.98221847338554,17.58994770050049,23.862356821695965,23.747844255887546,23.99195852035131,20.937346678513748,22.615449025080753,27.01390691903921,21.000759369287735,18.863654454549152,23.97030326647636,20.91454611069117,21.605854865832207,25.688905911567883,17.75899305099096,24.048708255474384,23.952895286755684,19.029113720624874,22.113467485476765,28.877260012504383,23.358984384781277,29.645405647082207,21.235870214609,26.186176251142452,
171,21.585074106852215,24.39669173803085,26.312826107709835,18.990798925742126,23.97418618813539,21.69986362946339,26.81893691038474,22.931345670651165,26.58888767927121,20.33231830596924,20.45435660924667,25.370385487874348,27.345347233307667,19.404269145085262,28.790739352886494,29.8495358198117,21.508293592012844,27.357151765089768,23.229106658544296,25.896750768025715,28.570186712802986,30.105613904121594,29.668231523953953,26.635625252356895,26.99290505433694,27.5877074217185,24.009337792029747,21.831712355980507,25.090570400922726,20.19123691167587,19.493129461239544,21.421585523165188,23.712726348485702,19.411150761139698,18.31411188076704,25.43764549646622,16.35971685556265,22.366415904118465,18.263563009408806,24.005644724919247,22.870950747758915,16.84954638358874,21.545667110345303,25.728304789616512,20.264753048236553,23.751502306033405,25.697301571185772,21.8468621082795,20.22648698855669,22.173663848485702,20.565988687368538,16.231302505884415,26.166300700261043,20.99332149212177,27.232237497965496,20.813014837411735,27.09764226277669,22.87610777830466,24.948507749117336,23.73306655883789,21.043924478384163,18.687029373951447,21.074383026514298,25.60278388781425,26.17912810888046,21.100475751436672,26.566648336557243,27.606068929036457,26.0112917973445,24.360558583186222,24.450599523691032,17.933685107108875,28.64853110680213,23.746895423302284,20.45110678061461,17.138732249920185,26.352448928050507,21.926605566954002,27.05263186723758,25.6675421885955,24.468204693916515,30.86133771064954,25.88987008119241,28.14775095230494,
172,22.3816523429675,24.02843137887808,25.693956668560322,22.580349604288738,24.941735096466846,28.201168891711113,27.97530369880872,25.7068484379695,16.94098115578676,21.986457482362404,21.063501847095978,23.13850305019281,21.652072368524014,23.02141703092135,25.338195409530247,29.353916412744766,20.615285677787586,28.35577534406613,30.671791565723908,29.175651599199345,17.628216254405487,30.18780913719764,30.27613933269794,25.494879404703777,28.35324815603403,31.16506972679725,23.103172497871594,21.251271419036083,21.05347912128155,20.46193139981001,19.98840752626077,26.896954169640175,24.22845610594138,28.79530808864496,18.52192362760886,26.42908541361491,22.157939959795048,23.864089623475685,21.544036669608875,23.52053612929124,22.790774272038387,19.000641211485252,25.976272680820564,22.365714244353466,25.437293908534905,17.47998313414745,26.978262779040215,22.185841951614773,17.49887292813032,23.949824064205853,25.82553350008451,19.675166765848797,16.229408484238846,26.94914671090933,27.221111053075546,24.612863247211163,30.323791161561623,25.16318800510504,24.36645375765287,26.131482344407303,20.8605162302653,17.166797711299015,26.644788399720802,25.55795689118214,21.197808167873283,21.18140342908028,24.99317007798415,29.156614743746243,26.07476459405361,15.018658246749487,23.41489517994416,22.420974389100685,28.722226216242863,22.048523340469753,17.36754830678304,16.153227977263622,21.447751607650364,28.626363900991585,28.030886381100384,28.47020770341922,26.624108681311974,25.670972873003056,29.600623106345154,29.36094611730331,
173,23.67561892974071,21.909807498638447,18.07799292833377,26.062504499386517,26.284446814121345,27.815293385432316,29.9723077920767,27.617240465604343,16.936021902622322,17.04268902998704,23.375528580103165,22.01167850005321,19.222398366683567,28.195464794452374,28.742539576995068,27.204172770182293,15.305218500968737,28.43822396107209,25.645265579223633,28.93874769944411,17.606875346257137,31.339189040355194,23.25384663312863,26.02714954278408,29.693539594992615,24.485149187919422,22.275334822825897,20.27972341195131,15.795133346166367,19.77446805513822,21.594251388158554,27.58017256321051,26.73424202356583,28.78559337518154,19.734949136391663,28.129323812631462,25.08738879668407,24.398994396894405,18.7245853130634,19.97025497143085,20.975999049651318,20.718230907733624,28.08050405062162,22.925328034621018,30.091737111409504,22.55040628482134,29.435767198220276,20.531294186909992,20.956170179905037,24.794127537653996,23.281583541478867,17.960465969183506,23.854443085499298,27.792998729607998,22.54260077843299,30.029861254569813,27.219085791172127,26.17199736375075,27.393602713560448,16.17015613653721,18.17330602499155,23.3473756252191,30.899246020194813,25.279850006103516,21.98833382435334,26.97029319176307,25.45205287444286,26.898921037331604,21.636012052878357,19.96402442149627,20.40729055649195,25.002499604836487,28.062132126245743,22.64714060074244,19.693604273673817,22.299944608639446,25.13184327345628,25.707580126248875,24.189509660769733,31.32569826566256,23.68977346175756,20.675148205879406,31.749895438169823,29.00784081679124,
174,26.272582225310497,24.867457903348484,11.133203139671913,23.02666991796249,26.43593264848758,26.729099567119892,23.264261612525353,28.270801055125702,18.477883999164288,17.740745960137783,20.645239169781025,26.007954083956204,23.002409763825245,23.087215130145733,31.171664604773888,26.116622142302685,22.47019782433143,25.087342042189377,21.504088475153996,28.83529667976575,20.42609650049454,25.236495971679688,22.192677962474335,26.609079507681038,24.336078986143455,22.39900975349622,21.852251052856445,19.808037195450222,19.88783870599209,22.630715785882412,19.842797743968475,27.997043267274513,29.06358405871269,21.08722280844664,23.29874640244704,26.7716733003274,27.383126283303284,19.811343853290264,21.152849295200447,23.45468946603628,25.525502522786457,23.443486873920147,29.727437826303337,19.434449415940506,25.764786891448193,20.9888000977345,31.5959297082363,18.478756586710613,24.918135520739433,28.677576554127228,28.454557810074245,21.855377539610252,25.714699916350536,27.002473782270382,27.269324278220154,19.51224828377748,17.420762697855633,21.486675555889423,29.962262080265926,11.817742249904535,18.809324509058243,20.899987269670536,28.10362659356533,25.728478896312225,24.28026355841221,29.126206471369816,29.737776731833435,23.983605066935223,24.94641176859538,24.101697383782803,18.391598530304737,29.3262513478597,26.656110861362556,25.394527239677235,28.870744069417317,29.22010367955917,29.325259575477013,29.865222588563576,15.049005263890976,32.85596700815054,18.769845424554287,25.752878580337917,30.929086831899788,29.53440773792756,
175,26.669981540777744,25.11298790956155,17.094461807837853,24.746165593465168,23.269004919590095,23.845436340723282,20.87196301191281,27.010465181790867,14.156997656210875,15.623189975053837,22.92252408541166,21.91109603490585,21.92959144787911,24.126289465488533,30.3220644730788,21.28841759608342,18.741479091155224,26.62137290758964,21.771149708674503,23.209804045848358,25.19958965594952,21.261031957773064,25.036641194270207,31.45362663269043,28.149281819661457,24.323236905611477,24.693941654303135,20.31109770750388,24.408136759048855,25.522717060186924,23.883845940614357,28.613702529515976,21.55502691024389,22.796395717523037,24.95337769924066,27.74702018346542,20.14765392205654,20.29174335186298,22.86188335907765,24.754673884465145,20.439601555848732,24.191405174059746,23.169633229573567,16.444245313986755,19.905701441642567,17.640924282563038,27.175574424939278,23.763014915661934,18.48216010362674,26.04212130033053,22.53717104593913,27.61007377428886,20.699381216978416,23.328207505054962,26.987867502065804,20.518542485359387,16.106960663428673,20.037219389891014,26.870612022204277,15.343480428059896,25.84106376843575,17.56963377732497,30.334317525227863,27.373748045701248,26.172667919061123,25.729321064093174,25.868924898978992,23.59466728797326,28.251477755033054,27.677715888390175,17.30523877266126,24.20396594512157,25.15727282793094,24.679017580472507,29.717097600301106,17.308414239149826,29.096374413906,29.57976174965883,19.149633138607708,30.54276485932179,20.960612223698543,25.15026429983286,26.912836563892853,26.50247994447366,
176,23.977379725529598,25.78708399259127,25.639290540646282,24.629942135933117,15.824116413409893,28.590347241132687,20.36689274127667,23.970997834816956,13.945511328868378,13.074951367500502,20.8909847063896,18.625117448660042,20.41895328423916,22.364336698483196,27.865149669158154,21.705075337336613,22.01410645705003,23.721619239220253,17.55185755705222,20.735312681931717,26.832492437118137,23.174286866799378,30.347887136997322,28.587935472146057,29.083819267077324,24.339886640891052,20.933758637843987,22.64986801147461,19.609458312010155,20.303900523063465,28.397956456893528,28.922178121713493,17.123677547161396,25.944407438620544,20.549509048461914,30.538237938514122,17.92274465316381,21.489495155138847,18.52241464761587,26.159261654584835,20.324832916259766,21.430394490559895,28.507078170776367,18.180065057216545,15.87022803379939,18.37630548232641,23.022817513881584,24.265731811523438,20.53355984810071,26.544527298364883,23.16806167211288,31.855822343092697,24.05705696497208,16.02427311432667,25.476068936861477,22.120212603838016,20.582968760759403,17.520215548001804,28.199320866511417,15.15433864104442,22.526213059058556,21.253236428285255,28.282956783588116,26.55690056238419,24.180862377851437,28.6572878910945,28.19115413763584,24.850600658318935,28.747925587189503,24.823205116467598,20.805028206262833,18.461328115218723,33.192147915179916,19.745186096582657,27.661150076450447,17.878590901692707,30.635776568681766,36.801565561539086,21.431413259261692,28.87866670657427,26.580438564985226,19.433197119297127,24.00207588000175,21.071614167629143,
177,24.31256529001089,27.679339286608574,25.739216095361954,28.6435730273907,20.677481626852966,31.198466227604793,19.403566653911884,23.53211478697948,14.691147608634752,13.080999741187462,22.447593395526592,22.130707276173126,21.024655733353054,23.476581133328953,28.05109395736303,23.369233106955505,21.960952416444435,17.66565278860239,21.858298130524464,26.398839021340393,25.053590970161633,30.234678317338993,27.400091807047527,26.20113866757124,28.986607967278896,24.155015603089943,19.6794344828679,23.54994676051996,20.084005404741337,21.29539140065511,27.775116162422375,26.253750874445988,18.69650080265143,22.228682395739433,24.784996032714844,19.11733045333471,16.63700905824319,23.15606415577424,14.41042902530768,27.529659760303986,20.430394221574833,23.873288619212616,27.98845100402832,22.765933697040264,20.315901096050556,23.02591059758113,20.227150990412785,23.778782868996643,22.37063329647749,27.244978537926308,24.550853142371544,30.091289471357296,17.349809304261818,21.360776118743114,23.802330310528095,23.913725094917492,20.659299581478802,23.333664771838066,27.129373990572414,15.828543711931278,14.995605126405374,22.39907240256285,15.125353006216196,27.343570904854015,17.33710225423177,30.501769285935623,24.953113507001827,20.910906962859325,30.370672128139397,25.05858220809545,24.48933606270032,22.894934727595402,20.640119772690994,17.694601107866337,18.62662124633789,20.730985714839054,30.204586958273865,23.2557976551545,17.977678641294823,25.55636909680489,26.268213956783978,22.60543094537197,24.36300747211163,23.834787662212666,
